Player,pcode,IP,Outs,H,HR,BB,HBP,SO,FIP,K/9,BB/9
윤정현,69399,12.1,37,11,0,5,1,7,3.52,5.11,3.65
파슨스,51967,133.1,400,109,9,63,11,148,3.52,9.99,4.25
스트레일리,50558,167.2,503,165,13,67,7,167,3.54,8.96,3.6
구승민,63543,61.0,183,45,4,30,4,65,3.59,9.59,4.43
이승현,51454,38.1,115,34,3,20,3,46,3.62,10.8,4.7
김강률,77263,51.1,154,54,2,25,1,41,3.63,7.19,4.38
한현희,62363,85.1,256,86,4,30,6,61,3.65,6.43,3.16
배재준,63145,31.2,95,42,1,13,3,23,3.67,6.54,3.69
켈리,69103,176.2,530,160,12,60,11,142,3.68,7.23,3.06
최성훈,62146,40.2,122,40,2,19,1,33,3.69,7.3,4.2
오석주,67116,8.0,24,9,0,6,0,7,3.7,7.88,6.75
배제성,65516,134.1,403,121,6,82,1,130,3.7,8.71,5.49
이인복,64565,61.0,183,75,5,14,5,45,3.72,6.64,2.07
정찬헌,78148,113.1,340,133,6,27,6,59,3.72,4.69,2.14
조상우,63342,43.1,130,30,4,19,2,46,3.73,9.55,3.95
송은범,73801,36.2,110,34,1,13,2,19,3.75,4.66,3.19
우규민,73117,49.0,147,58,5,9,2,35,3.77,6.43,1.65
장지훈,51895,78.2,236,84,6,19,3,49,3.78,5.61,2.17
박웅,50205,11.2,35,12,0,4,3,7,3.8,5.4,3.09
소형준,50030,119.0,357,123,6,51,4,85,3.81,6.43,3.86
김도규,68585,42.0,126,41,3,22,0,39,3.84,8.36,4.71
멩덴,51619,119.2,359,109,12,35,8,104,3.84,7.82,2.63
최원준,67263,159.0,477,160,15,37,10,113,3.89,6.4,2.09
임기영,62754,153.0,459,155,15,45,11,129,3.89,7.59,2.65
이의리,51648,94.1,283,69,6,56,2,93,3.9,8.87,5.34
홍성민,62655,39.0,117,50,3,11,2,25,3.92,5.77,2.54
카펜터,51722,170.0,510,150,16,72,19,179,3.92,9.48,3.81
류진욱,65949,42.2,128,39,2,21,0,29,3.93,6.12,4.43
가빌리오,51833,81.1,244,88,7,30,6,70,3.93,7.75,3.32
김택형,65343,74.0,222,61,3,42,3,59,3.96,7.18,5.11
김원중,62528,61.0,183,50,6,28,3,62,3.97,9.15,4.13
김명신,67246,67.0,201,72,6,14,6,43,3.98,5.78,1.88
김윤식,50157,67.0,201,65,3,36,6,56,3.99,7.52,4.84
최준용,50556,47.1,142,41,6,16,1,45,4.02,8.56,3.04
장현식,63950,76.1,229,67,7,42,3,80,4.06,9.43,4.95
안우진,68341,101.2,305,86,12,40,7,104,4.08,9.21,3.54
권휘,50203,20.1,61,16,0,14,2,15,4.09,6.64,6.2
임찬규,61101,92.0,276,78,7,41,3,70,4.1,6.85,4.01
라이블리,69439,33.1,100,23,4,13,5,38,4.1,10.26,3.51
백정현,77446,157.0,471,142,15,54,2,108,4.14,6.19,3.1
정해영,50662,65.1,196,49,5,28,4,49,4.16,6.75,3.86
르위키,51834,14.1,43,15,2,2,0,9,4.18,5.65,1.26
박치국,67266,22.0,66,21,2,11,1,20,4.2,8.18,4.5
최원태,65320,143.0,429,163,11,53,10,93,4.22,5.85,3.34
이재희,51460,21.2,65,24,2,10,0,17,4.22,7.06,4.15
고영창,63628,23.1,70,30,0,10,2,6,4.23,2.31,3.86
신민혁,68902,144.2,434,155,17,44,5,107,4.26,6.66,2.74
몽고메리,51439,51.1,154,46,3,38,4,55,4.27,9.64,6.66
최지광,67421,50.2,152,53,5,27,2,49,4.27,8.7,4.8
임창민,78352,39.1,118,34,2,20,4,28,4.27,6.41,4.58
전상현,66609,13.0,39,15,1,6,0,8,4.35,5.54,4.15
브리검,67313,61.0,183,49,6,26,4,49,4.35,7.23,3.84
원종현,76118,50.2,152,65,5,23,3,42,4.36,7.46,4.09
박종기,63292,59.1,178,69,3,29,3,33,4.36,5.01,4.4
박주성,69328,18.1,55,24,1,9,2,12,4.4,5.89,4.42
전유수,75340,10.2,32,9,1,6,0,9,4.42,7.59,5.06
박민호,64893,39.0,117,45,3,11,4,18,4.43,4.15,2.54
이준영,65665,35.1,106,30,3,19,0,26,4.45,6.62,4.84
주권,65060,48.2,146,48,3,19,1,19,4.45,3.51,3.51
김민우,65764,155.1,466,131,15,76,7,125,4.45,7.24,4.4
이민호,50126,114.2,344,89,13,45,14,100,4.47,7.85,3.53
박세웅,64021,163.2,491,143,21,53,10,126,4.48,6.93,2.91
윤명준,62242,45.2,137,53,3,20,4,26,4.49,5.12,3.94
배민서,69974,38.1,115,50,3,16,3,23,4.5,5.4,3.76
최채흥,68419,122.2,368,143,16,37,2,82,4.51,6.02,2.71
채지선,65241,17.1,52,15,0,20,0,18,4.58,9.35,10.38
김재웅,67391,53.0,159,49,5,33,1,47,4.58,7.98,5.6
송명기,69962,119.0,357,146,12,61,9,100,4.59,7.56,4.61
이대은,67008,31.0,93,27,4,11,1,22,4.62,6.39,3.19
김성진,51301,41.1,124,40,4,23,0,31,4.63,6.75,5.01
손정욱,63914,12.1,37,17,1,7,0,8,4.66,5.84,5.11
김유영,64596,18.1,55,21,1,14,2,17,4.67,8.35,6.87
윤대경,63464,77.1,232,73,8,34,6,54,4.7,6.28,3.96
강태경,50905,10.2,32,8,0,8,2,7,4.7,5.91,6.75
오주원,74359,19.1,58,35,3,4,0,11,4.7,5.12,1.86
나균안,67539,46.0,138,62,4,24,0,27,4.72,5.28,4.7
이승호,67603,48.0,144,58,4,31,1,37,4.74,6.94,5.81
문용익,67419,22.0,66,21,3,10,1,19,4.75,7.77,4.09
주현상,65707,50.1,151,46,6,21,1,33,4.75,5.9,3.75
서준원,69539,53.0,159,72,5,29,2,37,4.78,6.28,4.92
김태경,50992,14.1,43,11,1,9,1,10,4.8,6.28,5.65
진명호,79545,24.1,73,20,3,14,2,24,4.8,8.88,5.18
박승주,66305,4.1,13,3,0,3,0,1,4.82,2.08,6.23
양현,61268,47.0,141,58,3,26,1,22,4.82,4.21,4.98
이상민,63960,24.1,73,28,2,14,0,14,4.84,5.18,5.18
송윤준,61156,12.2,38,12,1,6,2,8,4.86,5.68,4.26
조영우,64768,66.2,200,74,10,26,0,48,4.88,6.48,3.51
정우람,74857,44.1,133,47,5,20,5,32,4.91,6.5,4.06
이승진,64805,47.2,143,41,3,31,2,28,4.92,5.29,5.85
장민재,79764,29.0,87,34,4,8,0,13,4.92,4.03,2.48
곽빈,68220,100.0,300,82,7,80,13,99,4.92,8.91,7.2
김대우,61365,51.0,153,68,7,15,2,27,4.93,4.76,2.65
노성호,62920,19.0,57,10,2,14,1,19,4.94,9.0,6.63
김윤수,68403,18.2,56,25,2,18,1,25,4.97,12.05,8.68
엄상백,65056,52.2,158,41,7,28,3,45,4.98,7.69,4.78
김동혁,50360,81.1,244,86,5,33,14,30,5.0,3.32,3.65
스미스,51334,10.0,30,9,1,5,0,5,5.0,4.5,4.5
장시환,77318,66.2,200,87,4,48,6,47,5.0,6.34,6.48
안인산,50901,6.2,20,3,0,7,3,9,5.0,12.15,9.45
김기중,51715,53.2,161,63,4,35,4,36,5.01,6.04,5.87
함덕주,63248,21.0,63,20,2,13,3,18,5.01,7.71,5.57
최영환,64718,40.2,122,45,4,24,2,28,5.02,6.2,5.31
임정호,63959,33.1,100,36,2,24,3,23,5.03,6.21,6.48
이우찬,61145,34.0,102,36,3,25,1,27,5.05,7.15,6.62
오원석,50859,113.0,339,128,12,74,11,99,5.08,7.88,5.89
임현준,61457,10.2,32,11,0,8,4,8,5.08,6.75,6.75
서진용,61895,66.0,198,57,9,43,0,60,5.11,8.18,5.86
윤중현,68619,82.0,246,91,7,31,14,33,5.15,3.62,3.4
홍정우,65496,15.1,46,14,3,5,0,12,5.16,7.04,2.93
배동현,51761,37.2,113,34,3,25,4,26,5.16,6.21,5.97
김진성,75867,37.0,111,43,7,18,1,37,5.2,9.0,4.38
하준호,78517,12.0,36,16,2,6,0,10,5.2,7.5,4.5
최금강,62966,25.1,76,25,4,13,2,23,5.21,8.17,4.62
심창민,61411,50.1,151,47,8,31,6,57,5.21,10.19,5.54
이승헌,68529,56.1,169,65,2,43,7,31,5.22,4.95,6.87
프랑코,51567,142.1,427,143,20,72,20,121,5.27,7.65,4.55
박진태,67646,64.2,194,68,6,36,13,45,5.29,6.26,5.01
김대우,78536,35.1,106,32,4,24,4,31,5.29,7.9,6.11
박정수,65639,30.1,91,38,5,14,3,26,5.31,7.71,4.15
윤호솔,63961,48.2,146,41,7,29,3,42,5.32,7.77,5.36
김건국,76225,22.0,66,27,3,14,0,17,5.34,6.95,5.73
김선기,66018,47.2,143,53,5,22,7,25,5.34,4.72,4.15
김영규,68900,62.1,187,69,10,28,1,41,5.37,5.92,4.04
홍상삼,78247,36.0,108,33,6,19,3,33,5.37,8.25,4.75
최승용,51264,18.1,55,20,3,10,1,16,5.38,7.85,4.91
김성민,67828,46.1,139,43,4,35,6,36,5.42,6.99,6.8
차우찬,76455,22.1,67,16,2,13,3,12,5.44,4.84,5.24
최민준,68856,82.0,246,87,11,47,6,59,5.44,6.48,5.16
조병현,51897,6.2,20,7,1,5,1,8,5.45,10.8,6.75
이영하,66291,82.0,246,84,9,58,1,54,5.47,5.93,6.37
오현택,79293,16.1,49,28,2,8,1,8,5.47,4.41,4.41
김진욱,51516,45.2,137,42,3,49,3,45,5.5,8.87,9.66
김상수,76430,58.1,175,71,10,30,1,44,5.51,6.79,4.63
류원석,63103,6.0,18,1,0,9,1,8,5.53,12.0,13.5
이상규,65117,6.0,18,8,1,2,1,4,5.53,6.0,3.0
김태훈,79847,58.0,174,55,7,38,10,49,5.56,7.6,5.9
김민규,68200,56.0,168,64,9,28,4,39,5.61,6.27,4.5
이충호,63749,16.0,48,20,1,13,3,11,5.64,6.19,7.31
김재열,64580,33.2,101,28,4,18,4,18,5.64,4.81,4.81
양창섭,68415,15.0,45,21,3,8,0,13,5.67,7.8,4.8
최동환,79140,5.2,17,6,0,4,2,2,5.67,3.18,6.35
김창훈,51586,7.2,23,13,1,6,0,6,5.68,7.04,7.04
장필준,77927,34.1,103,46,4,26,1,24,5.68,6.29,6.82
박준표,63638,32.0,96,42,3,17,9,18,5.73,5.06,4.78
김세현,76350,4.1,13,9,0,7,0,5,5.74,10.38,14.54
서덕원,66663,33.0,99,36,7,14,0,24,5.78,6.55,3.82
문경찬,65643,28.2,86,24,5,17,0,21,5.78,6.59,5.34
김현준,66630,19.1,58,15,4,12,0,19,5.79,8.84,5.59
김종수,63765,46.0,138,34,7,32,3,38,5.81,7.43,6.26
유희관,79229,63.0,189,107,10,24,3,23,5.82,3.29,3.43
이교훈,69205,8.1,25,13,2,3,1,8,5.84,8.64,3.24
이승민,50464,36.1,109,50,6,18,3,22,5.87,5.45,4.46
윤산흠,69213,3.0,9,7,0,2,2,2,5.87,6.0,6.0
서동민,64896,26.1,79,27,5,17,1,24,5.9,8.2,5.81
이재학,60263,82.2,248,74,14,52,6,65,5.93,7.08,5.66
손주영,67143,26.2,80,31,4,20,1,21,5.94,7.09,6.75
이민우,65616,57.0,171,78,8,31,5,28,5.94,4.42,4.89
이우석,65964,9.2,29,13,1,7,3,8,5.99,7.45,6.52
노경은,73211,56.0,168,79,11,24,4,35,6.0,5.62,3.86
임준섭,62611,10.2,32,19,1,9,4,11,6.01,9.28,7.59
조요한,51809,6.2,20,10,0,9,0,4,6.05,5.4,12.15
김준형,51393,14.0,42,15,2,7,3,8,6.06,5.14,4.5
강동연,61295,23.0,69,25,4,14,0,14,6.07,5.48,5.48
장민기,51665,23.1,70,13,1,29,4,22,6.11,8.49,11.19
이태양,60768,103.0,309,123,25,32,1,62,6.11,5.42,2.8
김이환,69745,26.2,80,32,2,22,4,13,6.12,4.39,7.42
김정인,65392,32.0,96,34,6,18,2,21,6.2,5.91,5.06
장재영,51359,17.2,53,15,0,24,3,14,6.2,7.13,12.23
하재훈,69813,18.0,54,16,1,16,3,8,6.2,4.0,8.0
오동욱,69703,25.1,76,21,3,16,5,13,6.2,4.62,5.68
김진영,67737,18.1,55,16,2,15,0,8,6.2,3.93,7.36
이상영,69168,49.2,149,48,7,32,8,30,6.24,5.44,5.8
장원준,74513,18.2,56,20,1,18,2,8,6.25,3.86,8.68
김건우,51867,11.0,33,8,1,12,0,7,6.38,5.73,9.82
소이현,67962,9.1,28,11,1,11,0,8,6.41,7.71,10.61
신정락,60140,19.2,59,25,3,15,3,14,6.51,6.41,6.86
조제영,50296,10.2,32,18,1,10,1,5,6.58,4.22,8.44
김현수,69516,48.1,145,61,8,37,3,29,6.63,5.4,6.89
강윤구,79358,15.2,47,21,3,14,1,15,6.65,8.62,8.04
이재익,63492,10.1,31,11,1,11,0,5,6.68,4.35,9.58
Unknown,50449,3.2,11,8,1,1,1,3,6.75,7.36,2.45
송재영,51594,14.2,44,24,3,12,1,13,6.75,7.98,7.36
장지수,69645,14.1,43,9,1,13,3,5,6.76,3.14,8.16
김유신,68659,54.2,164,63,11,35,2,29,6.79,4.77,5.76
김건태,60339,6.2,20,2,1,7,0,5,6.8,6.75,9.45
정성종,68556,12.0,36,19,2,8,1,4,6.95,3.0,6.0
정수민,66960,30.1,91,34,6,27,1,22,7.09,6.53,8.01
현도훈,68260,8.2,26,9,1,13,0,9,7.12,9.35,13.5
이승재,51668,24.0,72,26,5,18,3,17,7.12,6.38,6.75
문성현,60336,3.0,9,2,0,6,0,3,7.2,9.0,18.0
차명진,64615,10.2,32,12,1,13,1,6,7.23,5.06,10.97
임규빈,65398,8.2,26,13,3,4,0,6,7.7,6.23,4.15
정우준,51546,5.2,17,6,1,5,2,4,7.79,6.35,7.94
김동우,68589,4.2,14,10,1,5,0,3,7.91,5.79,9.64
정인욱,79440,9.1,28,6,2,10,0,6,7.91,5.79,9.64
이보근,75342,11.0,33,28,4,7,0,9,8.2,7.36,5.73
남지민,50720,7.1,22,9,1,7,3,3,8.25,3.68,8.59
김태현,67956,5.1,16,5,0,7,4,3,8.26,5.06,11.81
한승혁,66557,4.0,12,6,1,5,1,5,8.45,11.25,11.25
김정빈,63894,18.0,54,20,5,20,4,21,8.48,10.5,10.0
이승현,60146,16.0,48,30,6,8,0,7,8.7,3.94,4.5
남재현,66660,8.0,24,10,2,10,0,5,8.95,5.62,11.25
이채호,68896,5.0,15,8,2,3,0,3,9.0,5.4,5.4
이정현,67048,8.2,26,12,3,5,0,1,9.2,1.04,5.19
이강준,50036,8.0,24,11,1,13,2,4,9.45,4.5,14.62
장웅정,50706,7.1,22,15,4,2,0,4,10.02,4.91,2.45
박세웅,65844,3.0,9,5,1,3,1,2,10.2,6.0,9.0
이건욱,64861,12.2,38,16,4,19,1,5,11.25,3.55,13.5
최용준,50650,6.1,19,11,3,7,1,6,11.25,8.53,9.95
김대현,66145,3.2,11,7,2,3,1,4,11.38,9.82,7.36
김동욱,50393,3.0,9,7,2,1,0,2,11.53,6.0,3.0
이승관,68797,5.2,17,11,1,16,0,5,12.2,7.94,25.41
한차현,51058,3.2,11,10,3,2,0,3,13.84,7.36,4.91
유재유,66160,3.1,10,4,2,5,0,1,14.9,2.7,13.5
