Player,pcode,IP,Outs,H,HR,BB,HBP,SO,FIP,K/9,BB/9
이의리,51648,92.0,276,69,6,56,2,93,3.92,9.1,5.48
카펜터,51722,166.0,498,150,16,72,19,179,3.94,9.7,3.9
가빌리오,51833,79.0,237,88,7,30,6,70,3.95,7.97,3.42
김원중,62528,58.0,174,50,6,28,3,62,4.01,9.62,4.34
김도규,68585,33.0,99,41,3,22,0,39,4.02,10.64,6.0
김택형,65343,67.0,201,61,3,42,3,59,4.04,7.93,5.64
류진욱,65949,37.0,111,39,2,21,0,29,4.04,7.05,5.11
안우진,68341,99.0,297,86,12,40,7,104,4.1,9.45,3.64
홍성민,62655,30.0,90,50,3,11,2,25,4.13,7.5,3.3
최준용,50556,42.0,126,41,6,16,1,45,4.13,9.64,3.43
라이블리,69439,32.0,96,23,4,13,5,38,4.14,10.69,3.66
김윤식,50157,56.0,168,65,3,36,6,56,4.15,9.0,5.79
백정현,77446,153.0,459,142,15,54,2,109,4.15,6.41,3.18
김명신,67246,54.0,162,72,6,14,6,43,4.16,7.17,2.33
르위키,51834,14.0,42,15,2,2,0,9,4.2,5.79,1.29
임찬규,61101,86.0,258,76,7,41,3,67,4.23,7.01,4.29
장현식,63950,64.0,192,67,7,42,3,80,4.23,11.25,5.91
최원태,65320,140.0,420,163,11,53,10,93,4.24,5.98,3.41
이재희,51460,21.0,63,24,2,10,0,17,4.25,7.29,4.29
신민혁,68902,143.0,429,155,17,44,5,107,4.28,6.73,2.77
몽고메리,51439,51.0,153,46,3,38,4,55,4.28,9.71,6.71
정해영,50662,56.0,168,49,5,28,4,49,4.33,7.88,4.5
브리검,67313,60.0,180,49,6,26,4,49,4.37,7.35,3.9
권휘,50203,15.0,45,16,0,14,2,15,4.4,9.0,8.4
박세웅,64021,161.0,483,141,20,53,10,125,4.44,6.99,2.96
박종기,63292,54.0,162,69,3,29,3,33,4.48,5.5,4.83
박주성,69328,17.0,51,24,1,9,2,12,4.49,6.35,4.76
김민우,65764,150.0,450,131,15,76,7,125,4.49,7.5,4.56
이민호,50126,111.0,333,89,13,45,14,100,4.52,8.11,3.65
임창민,78352,31.0,93,34,2,20,4,28,4.55,8.13,5.81
송명기,69962,114.0,342,142,12,56,9,98,4.56,7.74,4.42
박치국,67266,16.0,48,21,2,11,1,20,4.58,11.25,6.19
최채흥,68419,116.0,348,143,16,37,2,82,4.59,6.36,2.87
원종현,76118,42.0,126,65,5,23,3,42,4.6,9.0,4.93
고영창,63628,17.0,51,30,0,10,2,6,4.61,3.18,5.29
최지광,67421,38.0,114,53,5,27,2,49,4.62,11.61,6.39
전상현,66609,10.0,30,15,1,6,0,8,4.7,7.2,5.4
채지선,65241,16.0,48,15,0,20,0,18,4.7,10.12,11.25
박민호,64893,32.0,96,45,3,11,4,18,4.7,5.06,3.09
배민서,69974,33.0,99,50,3,16,3,23,4.72,6.27,4.36
김재웅,67391,47.0,141,49,5,33,1,47,4.75,9.0,6.32
강태경,50905,10.0,30,8,0,8,2,7,4.8,6.3,7.2
전유수,75340,8.0,24,9,1,6,0,9,4.83,10.12,6.75
김태경,50992,14.0,42,11,1,9,1,10,4.84,6.43,5.79
김성진,51301,36.0,108,40,4,23,0,31,4.84,7.75,5.75
윤대경,63464,68.0,204,73,8,34,6,54,4.91,7.15,4.5
주권,65060,35.0,105,48,3,19,1,19,4.94,4.89,4.89
김윤수,68403,17.0,51,25,2,17,1,25,4.96,13.24,9.0
이승호,67603,42.0,126,55,4,31,1,37,4.96,7.93,6.64
장시환,77318,67.0,201,87,4,48,6,47,4.99,6.31,6.45
나균안,67539,39.0,117,62,4,24,0,27,4.99,6.23,5.54
스미스,51334,10.0,30,9,1,5,0,5,5.0,4.5,4.5
엄상백,65056,52.0,156,41,7,28,3,45,5.01,7.79,4.85
오주원,74359,16.0,48,35,3,4,0,11,5.01,6.19,2.25
조영우,64768,62.0,186,74,10,26,0,48,5.01,6.97,3.77
이준영,65665,24.0,72,30,3,19,0,26,5.03,9.75,7.12
이대은,67008,24.0,72,27,4,11,1,22,5.03,8.25,4.12
윤명준,62242,32.0,96,53,3,20,4,26,5.04,7.31,5.62
곽빈,68220,93.0,279,78,7,79,12,96,5.05,9.29,7.65
주현상,65707,42.0,126,46,6,21,1,33,5.06,7.07,4.5
서준원,69539,45.0,135,72,5,29,2,37,5.07,7.4,5.8
문용익,67419,18.0,54,21,3,10,1,19,5.09,9.5,5.0
오원석,50859,105.0,315,125,11,73,10,95,5.12,8.14,6.26
김동혁,50360,76.0,228,86,5,33,14,30,5.12,3.55,3.91
장민재,79764,26.0,78,34,4,8,0,13,5.12,4.5,2.77
노성호,62920,17.0,51,10,2,14,1,19,5.14,10.06,7.41
김대우,61365,45.0,135,68,7,15,2,27,5.16,5.4,3.0
안인산,50901,6.0,18,3,0,7,3,9,5.2,13.5,10.5
김기중,51715,50.0,150,63,4,36,4,36,5.2,6.48,6.48
손정욱,63914,9.0,27,17,1,7,0,8,5.2,8.0,7.0
정우람,74857,37.0,111,47,5,20,5,32,5.25,7.78,4.86
이승헌,68529,55.0,165,65,2,43,7,31,5.27,5.07,7.04
홍정우,65496,13.0,39,14,3,4,0,12,5.28,8.31,2.77
이우찬,61145,30.0,90,36,3,25,1,27,5.3,8.1,7.5
최영환,64718,35.0,105,45,4,24,2,28,5.31,7.2,6.17
윤중현,68619,76.0,228,91,7,31,14,33,5.31,3.91,3.67
양현,61268,36.0,108,58,3,26,1,22,5.31,5.5,6.5
함덕주,63248,18.0,54,20,2,13,3,18,5.31,9.0,6.5
프랑코,51567,138.0,414,143,20,72,20,121,5.33,7.89,4.7
하준호,78517,11.0,33,16,2,6,0,10,5.38,8.18,4.91
배동현,51761,34.0,102,34,3,25,4,26,5.38,6.88,6.62
박정수,65639,29.0,87,38,5,14,3,26,5.41,8.07,4.34
김선기,66018,46.0,138,53,5,22,7,25,5.42,4.89,4.3
이승진,64805,37.0,111,41,3,31,2,28,5.42,6.81,7.54
차우찬,76455,22.0,66,16,2,13,3,12,5.47,4.91,5.32
서진용,61895,55.0,165,57,9,43,0,60,5.49,9.82,7.04
최금강,62966,22.0,66,25,4,13,2,23,5.52,9.41,5.32
송윤준,61156,9.0,27,12,1,6,2,8,5.53,8.0,6.0
박승주,66305,3.0,9,3,0,3,0,1,5.53,3.0,9.0
김건국,76225,20.0,60,27,3,14,0,17,5.55,7.65,6.3
이상민,63960,17.0,51,28,2,14,0,14,5.55,7.41,7.41
최민준,68856,77.0,231,87,11,47,6,59,5.59,6.9,5.49
김유영,64596,11.0,33,21,1,14,2,17,5.65,13.91,11.45
김진성,75867,30.0,90,43,7,18,1,37,5.67,11.1,5.4
조병현,51897,6.0,18,7,1,5,1,8,5.7,12.0,7.5
김상수,76430,54.0,162,71,10,30,1,44,5.7,7.33,5.0
김성민,67828,41.0,123,43,4,35,6,36,5.71,7.9,7.68
김대우,78536,29.0,87,32,4,24,4,31,5.75,9.62,7.45
진명호,79545,15.0,45,20,3,14,2,24,5.8,14.4,8.4
김영규,68900,52.0,156,69,10,28,1,41,5.8,7.1,4.85
이영하,66291,70.0,210,81,9,57,1,53,5.84,6.81,7.33
김재열,64580,31.0,93,28,4,18,4,18,5.85,5.23,5.23
심창민,61411,38.0,114,47,8,31,6,57,5.86,13.5,7.34
박진태,67646,50.0,150,68,6,36,13,45,5.9,8.1,6.48
김창훈,51586,7.0,21,13,1,6,0,6,5.91,7.71,7.71
김세현,76350,4.0,12,9,0,7,0,5,5.95,11.25,15.75
김현준,66630,18.0,54,15,4,12,0,19,5.98,9.5,6.0
이민우,65616,56.0,168,78,8,31,5,28,5.99,4.5,4.98
이충호,63749,14.0,42,20,1,13,3,11,5.99,7.07,8.36
이상규,65117,5.0,15,8,1,2,1,4,6.0,7.2,3.6
유희관,79229,59.0,177,107,10,24,3,23,6.0,3.51,3.66
김민규,68200,48.0,144,64,9,28,4,39,6.01,7.31,5.25
손주영,67143,26.0,78,31,4,20,1,21,6.01,7.27,6.92
이재학,60263,80.0,240,74,14,52,6,65,6.03,7.31,5.85
양창섭,68415,13.0,39,21,3,8,0,13,6.05,9.0,5.54
최승용,51264,14.0,42,20,3,10,1,16,6.06,10.29,6.43
노경은,73211,53.0,159,79,11,24,4,35,6.16,5.94,4.08
서동민,64896,24.0,72,27,5,17,1,24,6.16,9.0,6.38
이승민,50464,32.0,96,50,6,18,3,22,6.23,6.19,5.06
서덕원,66663,28.0,84,36,7,14,0,24,6.24,7.71,4.5
이태양,60768,98.0,294,123,25,32,1,62,6.26,5.69,2.94
김준형,51393,13.0,39,15,2,7,3,8,6.28,5.54,4.85
문경찬,65643,24.0,72,24,5,17,0,21,6.28,7.88,6.38
김진욱,51516,34.0,102,42,3,49,3,45,6.29,11.91,12.97
김정인,65392,31.0,93,34,6,18,2,21,6.3,6.1,5.23
윤호솔,63961,34.0,102,41,7,30,3,42,6.32,11.12,7.94
박준표,63638,26.0,78,42,3,17,9,18,6.32,6.23,5.88
장필준,77927,28.0,84,46,4,27,1,24,6.34,7.71,8.68
강동연,61295,21.0,63,25,4,14,0,14,6.34,6.0,6.0
조요한,51809,6.0,18,10,0,9,0,4,6.37,6.0,13.5
이상영,69168,46.0,138,48,7,32,8,30,6.48,5.87,6.26
소이현,67962,9.0,27,11,1,11,0,8,6.53,8.0,11.0
김태훈,79847,41.0,123,55,7,38,10,49,6.54,10.76,8.34
하재훈,69813,16.0,48,16,1,16,3,8,6.58,4.5,9.0
이우석,65964,8.0,24,13,1,7,3,8,6.58,9.0,7.88
김이환,69745,23.0,69,32,2,22,4,13,6.59,5.09,8.61
홍상삼,78247,23.0,69,33,6,19,3,33,6.59,12.91,7.43
김건우,51867,10.0,30,8,1,12,0,7,6.7,6.3,10.8
류원석,63103,4.0,12,1,0,9,1,8,6.7,18.0,20.25
최동환,79140,4.0,12,6,0,4,2,2,6.7,4.5,9.0
장재영,51359,15.0,45,15,0,24,3,14,6.73,8.4,14.4
장민기,51665,19.0,57,13,1,29,4,22,6.78,10.42,13.74
임정호,63959,17.0,51,36,2,24,3,23,6.79,12.18,12.71
장지수,69645,14.0,42,9,1,13,3,5,6.84,3.21,8.36
오현택,79293,10.0,30,28,2,8,1,8,6.9,7.2,7.2
김진영,67737,14.0,42,16,2,14,0,8,6.91,5.14,9.0
김종수,63765,32.0,96,34,7,32,3,38,6.95,10.69,9.0
김유신,68659,51.0,153,63,11,35,2,29,7.04,5.12,6.18
임준섭,62611,7.0,21,19,1,8,4,11,7.06,14.14,10.29
김현수,69516,42.0,126,57,8,36,3,27,7.18,5.79,7.71
문성현,60336,3.0,9,2,0,6,0,3,7.2,9.0,18.0
조제영,50296,9.0,27,18,1,10,1,5,7.2,5.0,10.0
현도훈,68260,8.0,24,9,1,13,0,9,7.45,10.12,14.62
Unknown,50449,3.0,9,8,1,1,1,3,7.53,9.0,3.0
이재익,63492,9.0,27,11,1,12,0,5,7.53,5.0,12.0
정수민,66960,27.0,81,34,6,27,1,22,7.57,7.33,9.0
이교훈,69205,5.0,15,13,2,3,1,8,7.6,14.4,5.4
정성종,68556,10.0,30,19,2,8,1,4,7.7,3.6,7.2
신정락,60140,14.0,42,25,3,15,3,14,7.84,9.0,9.64
차명진,64615,9.0,27,12,1,13,1,6,7.98,6.0,13.0
김건태,60339,5.0,15,2,1,7,0,5,8.0,9.0,12.6
임규빈,65398,8.0,24,13,3,4,0,6,8.07,6.75,4.5
강윤구,79358,11.0,33,21,3,14,1,15,8.11,12.27,11.45
오동욱,69703,15.0,45,21,3,16,5,13,8.27,7.8,9.6
정우준,51546,5.0,15,6,1,5,2,4,8.4,7.2,9.0
이승재,51668,18.0,54,26,5,18,3,17,8.42,8.5,9.0
남지민,50720,7.0,21,9,1,7,3,3,8.49,3.86,9.0
김동우,68589,4.0,12,10,1,5,0,3,8.7,6.75,11.25
정인욱,79440,8.0,24,6,2,10,0,6,8.7,6.75,11.25
김정빈,63894,16.0,48,20,5,20,4,21,9.14,11.81,11.25
이정현,67048,8.0,24,12,3,5,0,1,9.7,1.12,5.62
송재영,51594,8.0,24,24,3,12,1,13,9.7,14.62,13.5
남재현,66660,7.0,21,10,2,10,0,5,9.77,6.43,12.86
이보근,75342,8.0,24,28,4,7,0,9,10.07,10.12,7.88
장웅정,50706,7.0,21,15,4,2,0,4,10.34,5.14,2.57
이채호,68896,4.0,12,8,2,3,0,3,10.45,6.75,6.75
이승현,60146,12.0,36,30,6,8,0,7,10.53,5.25,6.0
장원준,74513,7.0,21,20,1,18,2,8,11.34,10.29,23.14
김동욱,50393,3.0,9,7,2,1,0,2,11.53,6.0,3.0
최용준,50650,6.0,18,11,3,7,1,6,11.7,9.0,10.5
김태현,67956,3.0,9,5,0,7,4,3,12.2,9.0,21.0
이건욱,64861,11.0,33,16,4,19,1,5,12.47,4.09,15.55
이강준,50036,5.0,15,11,1,13,2,4,13.2,7.2,23.4
한차현,51058,3.0,9,10,3,2,0,3,16.2,9.0,6.0
이승관,68797,3.0,9,11,1,16,0,5,20.2,15.0,48.0
