Player,pcode,PA,HR,wOBA,ISO,BB%,K%,AB,1B,2B,3B,BB,HBP,SO
도태훈,66965,13,0,0.243,0.0,15.4,23.1,11,2,0,0,2,0,3
정기훈,64209,36,0,0.242,0.065,8.3,41.7,31,3,2,0,3,2,15
남태혁,66052,72,1,0.24,0.061,8.3,30.6,66,11,1,0,6,0,22
김수환,68346,12,0,0.238,0.091,8.3,41.7,11,1,1,0,1,0,5
윤석민,74215,77,3,0.237,0.151,2.6,15.6,73,9,2,0,2,0,12
허일,61566,95,1,0.235,0.083,8.4,30.5,84,10,4,0,8,1,29
김회성,79705,25,0,0.234,0.056,12.0,24.0,18,2,1,0,3,1,6
장진혁,66706,37,0,0.233,0.062,13.5,16.2,32,4,0,1,5,0,6
김응민,60288,85,0,0.232,0.013,5.9,25.9,76,16,1,0,5,1,22
김규민,62356,111,1,0.23,0.069,4.5,21.6,101,17,2,1,5,1,24
박상언,66707,47,0,0.229,0.065,0.0,34.0,46,7,3,0,0,1,16
강민국,64906,120,0,0.228,0.028,5.8,16.7,107,21,3,0,7,0,20
이재원,76812,251,2,0.228,0.069,6.8,5.2,202,30,8,0,17,6,13
이거연,50819,10,0,0.227,0.0,20.0,60.0,8,1,0,0,2,0,6
박정음,62353,47,0,0.227,0.047,4.3,29.8,43,7,0,1,2,2,14
장운호,63700,29,1,0.225,0.148,6.9,31.0,27,2,1,0,2,0,9
박계범,64468,176,3,0.225,0.098,4.0,23.9,164,22,7,0,7,0,42
최인호,50707,135,0,0.224,0.0,3.0,25.2,127,30,0,0,4,1,34
박준영,66928,51,0,0.221,0.087,3.9,33.3,46,3,4,0,2,3,17
이도윤,65703,25,0,0.221,0.042,4.0,24.0,24,4,1,0,1,0,6
정현,63450,128,2,0.22,0.089,8.6,26.6,112,11,4,0,11,2,34
김규성,66614,183,3,0.217,0.083,7.1,21.9,157,22,2,1,13,1,40
최정용,65464,59,1,0.216,0.071,3.4,25.4,56,9,1,0,2,0,15
이현석,65869,109,2,0.215,0.079,3.7,27.5,101,14,2,0,4,2,30
김지수,65503,26,1,0.21,0.12,3.8,26.9,25,3,0,0,1,0,7
구본혁,69100,99,1,0.209,0.058,7.1,18.2,86,12,0,1,7,2,18
최정민,62893,11,0,0.206,0.0,18.2,9.1,9,1,0,0,2,0,1
고장혁,63636,13,0,0.205,0.0,0.0,38.5,13,3,0,0,0,0,5
유장혁,69766,46,0,0.204,0.024,8.7,39.1,42,6,1,0,4,0,18
추재현,68362,28,0,0.194,0.0,14.3,28.6,24,3,0,0,4,0,8
장영석,79334,37,0,0.19,0.0,10.8,18.9,31,4,0,0,4,1,7
김민수,64793,26,0,0.19,0.0,7.7,23.1,23,4,0,0,2,0,6
정보근,68518,152,0,0.177,0.015,7.2,21.1,133,18,2,0,11,1,32
백승민,64410,12,0,0.177,0.0,8.3,16.7,9,0,0,0,1,2,2
김병희,64014,22,1,0.176,0.143,0.0,31.8,21,2,0,0,0,0,7
정상호,71842,92,0,0.175,0.07,2.2,31.5,86,8,6,0,2,0,29
박한결,63703,24,0,0.169,0.0,8.3,33.3,20,3,0,0,2,0,8
채현우,69804,24,0,0.156,0.043,4.2,33.3,23,2,1,0,1,0,8
모터,50300,37,1,0.148,0.086,2.7,27.0,35,3,0,0,1,0,10
이상호,60566,65,0,0.147,0.016,4.6,7.7,61,7,1,0,3,0,5
홍현빈,67005,24,0,0.144,0.0,20.8,20.8,18,0,0,0,5,0,5
송우현,65362,15,0,0.14,0.0,13.3,26.7,12,0,0,0,2,1,4
양우현,69403,24,0,0.14,0.0,4.2,20.8,23,3,0,0,1,0,5
김재현,76869,14,0,0.127,0.0,0.0,28.6,14,2,0,0,0,0,4
김재현,64499,18,0,0.115,0.0,16.7,-16.7,-3,0,0,0,3,0,-3
이동훈,66702,39,0,0.11,0.0,0.0,35.9,38,4,0,0,0,1,14
이재원,68106,22,0,0.103,0.0,9.1,50.0,20,1,0,0,2,0,11
김영환,63448,18,0,0.038,0.0,5.6,27.8,16,0,0,0,1,0,5
김민수,67504,10,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
