Player,pcode,IP,Outs,H,HR,BB,HBP,SO,FIP,K/9,BB/9
이인복,64565,121.0,363,153,6,30,4,71,3.51,5.28,2.23
장재혁,50641,3.0,9,3,0,3,0,4,3.53,12.0,9.0
양현종,77637,172.0,516,170,14,50,3,141,3.54,7.38,2.62
박영현,52060,44.0,132,46,5,20,0,55,3.54,11.25,4.09
원종현,76118,48.0,144,54,5,16,1,49,3.58,9.19,3.0
배재준,63145,28.0,84,22,0,15,4,23,3.59,7.39,4.82
이정용,69134,48.0,144,53,3,18,2,40,3.6,7.5,3.38
김명신,67246,60.0,180,75,5,25,2,60,3.63,9.0,3.75
김기훈,69620,7.0,21,4,0,7,0,9,3.63,11.57,9.0
장시환,77318,55.0,165,55,4,33,1,65,3.64,10.64,5.4
스파크맨,52557,77.0,231,92,6,38,4,85,3.64,9.94,4.44
우규민,73117,28.0,84,54,3,6,4,28,3.66,9.0,1.93
원태인,69446,156.0,468,172,16,37,4,127,3.69,7.33,2.13
고효준,72523,24.0,72,35,1,19,2,32,3.7,12.0,7.12
김선기,66018,32.0,96,39,1,19,2,30,3.7,8.44,5.34
박정수,65639,14.0,42,17,1,9,1,18,3.7,11.57,5.79
이승현,51454,36.0,108,43,5,19,3,56,3.73,14.0,4.75
노경은,73211,72.0,216,69,5,23,4,52,3.78,6.5,2.88
엄상백,65056,126.0,378,122,14,45,3,126,3.79,9.0,3.21
데스파이네,50040,151.0,453,192,12,47,9,115,3.82,6.85,2.8
김진성,75867,41.0,123,42,5,22,1,54,3.83,11.85,4.83
스트레일리,50558,62.0,186,54,5,22,6,55,3.83,7.98,3.19
배제성,65516,104.0,312,103,8,46,1,89,3.84,7.7,3.98
최원태,65320,97.0,291,89,4,38,5,59,3.85,5.47,3.53
더모디,52950,38.0,114,42,3,13,7,37,3.86,8.76,3.08
김재웅,67391,59.0,177,39,4,29,4,56,3.86,8.54,4.42
장재영,51359,12.0,36,23,2,6,0,18,3.87,13.5,4.5
문성현,60336,36.0,108,33,3,14,1,30,3.87,7.5,3.5
한승혁,61666,76.0,228,100,4,40,6,69,3.88,8.17,4.74
윤대경,63464,71.0,213,106,6,17,7,51,3.88,6.46,2.15
서준원,69539,50.0,150,64,3,23,5,44,3.9,7.92,4.14
문승원,62869,22.0,66,32,3,7,2,25,3.93,10.23,2.86
곽빈,68220,143.0,429,143,13,60,11,138,3.94,8.69,3.78
윤산흠,69213,23.0,69,23,1,30,2,46,3.94,18.0,11.74
정철원,68242,57.0,171,58,4,26,2,47,3.94,7.42,4.11
김강률,77263,20.0,60,26,1,8,2,14,3.95,6.3,3.6
파슨스,51967,42.0,126,34,4,21,1,43,3.96,9.21,4.5
벤자민,52043,94.0,282,75,11,24,4,77,3.98,7.37,2.3
최성훈,62146,24.0,72,23,1,13,3,21,3.99,7.88,4.88
강효종,51143,5.0,15,5,0,4,0,4,4.0,7.2,7.2
이영준,64051,16.0,48,27,0,13,2,16,4.01,9.0,7.31
스탁,52234,154.0,462,157,9,81,10,131,4.03,7.66,4.73
최준용,50556,61.0,183,62,10,20,6,78,4.05,11.51,2.95
이영하,66291,87.0,261,106,4,55,5,78,4.07,8.07,5.69
임준형,69113,28.0,84,36,2,14,3,26,4.09,8.36,4.5
오승환,75421,51.0,153,59,8,13,1,50,4.1,8.82,2.29
함덕주,63248,11.0,33,9,0,11,1,13,4.11,10.64,9.0
김태훈,62360,40.0,120,40,3,20,2,34,4.12,7.65,4.5
브랜든,52257,64.0,192,56,5,24,1,40,4.14,5.62,3.38
이의리,51648,143.0,429,121,17,66,7,153,4.14,9.63,4.15
신민혁,68902,114.0,342,128,15,31,10,105,4.15,8.29,2.45
애플러,52308,138.0,414,172,13,40,6,86,4.18,5.61,2.61
김대우,78536,8.0,24,6,0,8,0,8,4.2,9.0,9.0
김민,68043,6.0,18,4,1,2,1,8,4.2,12.0,3.0
김대유,60337,24.0,72,34,2,15,8,35,4.24,13.12,5.62
이형범,62951,23.0,69,34,1,11,4,17,4.24,6.65,4.3
장지훈,51895,51.0,153,56,6,11,3,33,4.26,5.82,1.94
김시훈,68928,71.0,213,75,7,43,4,78,4.27,9.89,5.45
김택형,65343,51.0,153,56,8,22,3,62,4.28,10.94,3.88
최원준,67263,160.0,480,183,21,37,7,113,4.32,6.36,2.08
임찬규,61101,100.0,300,113,10,39,7,75,4.38,6.75,3.51
김윤수,68403,28.0,84,39,2,22,2,32,4.41,10.29,7.07
오원석,50859,137.0,411,158,16,58,3,112,4.42,7.36,3.81
주현상,65707,45.0,135,68,5,14,5,33,4.44,6.6,2.8
장원준,74513,8.0,24,23,0,7,1,7,4.45,7.88,7.88
윤호솔,63961,34.0,102,41,2,27,0,32,4.46,8.47,7.15
김영규,68900,49.0,147,56,5,22,7,45,4.47,8.27,4.04
장필준,77927,26.0,78,38,1,15,3,17,4.47,5.88,5.19
한현희,62363,75.0,225,83,9,24,8,59,4.47,7.08,2.88
이재학,60263,84.0,252,75,5,54,8,72,4.47,7.71,5.79
장현식,63950,41.0,123,54,4,26,1,40,4.49,8.78,5.71
김범수,65769,52.0,156,64,5,35,3,56,4.49,9.69,6.06
이민우,65616,38.0,114,55,3,15,3,22,4.49,5.21,3.55
서진용,61895,57.0,171,64,5,36,3,54,4.5,8.53,5.68
송명기,69962,94.0,282,107,10,50,14,99,4.52,9.48,4.79
박시영,60559,12.0,36,19,2,4,0,11,4.53,8.25,3.0
장민재,79764,119.0,357,117,14,39,4,75,4.55,5.67,2.95
쿠에바스,69032,11.0,33,2,1,5,1,8,4.56,6.55,4.09
김종수,63765,33.0,99,38,5,20,2,43,4.56,11.73,5.45
문동주,52701,27.0,81,28,5,13,1,35,4.57,11.67,4.33
한재승,51994,8.0,24,13,0,10,1,11,4.58,12.38,11.25
라미레즈,52707,65.0,195,52,4,37,7,47,4.58,6.51,5.12
최승용,51264,80.0,240,104,8,43,2,64,4.59,7.2,4.84
이준영,65665,25.0,75,40,3,26,0,41,4.6,14.76,9.36
김민우,65764,162.0,486,143,16,84,8,129,4.6,7.17,4.67
이민석,52530,29.0,87,43,4,19,2,37,4.61,11.48,5.9
손주영,67143,12.0,36,10,0,8,3,8,4.62,6.0,6.0
최동환,79140,41.0,123,45,5,17,1,30,4.64,6.59,3.73
이승현,60146,38.0,114,48,5,20,3,39,4.67,9.24,4.74
이태양,60768,108.0,324,116,15,24,5,61,4.68,5.08,2.0
윤중현,68619,37.0,111,61,4,14,5,27,4.69,6.57,3.41
김진욱,51516,43.0,129,43,3,35,8,52,4.69,10.88,7.33
노바,52833,55.0,165,74,5,23,3,30,4.71,4.91,3.76
임기영,62754,124.0,372,137,18,36,5,82,4.76,5.95,2.61
송승기,51111,7.0,21,9,1,6,0,10,4.77,12.86,7.71
류진욱,65949,36.0,108,48,2,31,4,37,4.78,9.25,7.75
김재영,66741,24.0,72,33,1,12,7,16,4.78,6.0,4.5
김태경,50992,42.0,126,36,4,21,5,31,4.82,6.64,4.5
이민호,50126,113.0,339,146,14,43,7,73,4.85,5.81,3.42
박준영,52731,10.0,30,13,1,8,0,10,4.9,9.0,7.2
황동재,50441,61.0,183,91,9,31,0,53,4.9,7.82,4.57
최충연,66451,33.0,99,39,3,20,5,29,4.9,7.91,5.45
박치국,67266,7.0,21,6,0,9,3,12,4.91,15.43,11.57
임창민,78352,21.0,63,26,3,10,3,21,4.91,9.0,4.29
조현우,64047,8.0,24,14,0,4,4,5,4.95,5.62,4.5
문용익,67419,29.0,87,31,2,22,2,23,4.99,7.14,6.83
김유영,64596,35.0,105,73,4,30,3,44,5.0,11.31,7.71
박종훈,60841,42.0,126,46,5,19,8,35,5.01,7.5,4.07
이재익,63492,22.0,66,41,4,9,1,21,5.02,8.59,3.68
김재열,64580,34.0,102,45,5,22,1,36,5.02,9.53,5.82
홍정우,65496,20.0,60,19,3,12,0,19,5.05,8.55,5.4
심재민,64017,34.0,102,41,4,16,2,21,5.08,5.56,4.24
정우영,69159,36.0,108,46,3,31,6,40,5.14,10.0,7.75
송은범,73801,22.0,66,29,3,10,0,13,5.15,5.32,4.09
신정락,60140,35.0,105,51,4,14,7,23,5.17,5.91,3.6
한두솔,68092,5.0,15,10,0,4,0,1,5.2,1.8,7.2
송윤준,61156,3.0,9,3,0,2,2,3,5.2,9.0,6.0
노운현,52394,3.0,9,10,0,3,1,3,5.2,9.0,9.0
윤정현,69399,21.0,63,27,2,12,5,17,5.25,7.29,5.14
이승호,67603,45.0,135,44,7,27,3,44,5.27,8.8,5.4
문경찬,65643,34.0,102,51,7,13,1,31,5.29,8.21,3.44
남지민,50720,85.0,255,109,9,45,3,41,5.31,4.34,4.76
정찬헌,78148,86.0,258,106,13,28,6,42,5.37,4.4,2.93
진명호,79545,11.0,33,23,1,9,2,11,5.38,9.0,7.36
이승진,64805,21.0,63,35,5,12,1,29,5.39,12.43,5.14
김도현,69745,10.0,30,17,2,5,1,11,5.4,9.9,4.5
이명종,52397,24.0,72,28,3,16,2,20,5.41,7.5,6.0
김영준,68130,9.0,27,8,1,4,3,7,5.42,7.0,4.0
하영민,64350,32.0,96,34,4,21,0,22,5.42,6.19,5.91
임대한,66493,12.0,36,12,1,9,1,8,5.45,6.0,6.75
김건태,60339,16.0,48,22,2,12,2,16,5.45,9.0,6.75
이승관,68797,4.0,12,8,0,4,1,3,5.45,6.75,9.0
조원태,52149,4.0,12,1,0,2,1,0,5.45,0.0,4.5
양현,61268,34.0,102,39,4,17,1,14,5.49,3.71,4.5
최민준,68856,62.0,186,51,10,34,2,48,5.49,6.97,4.94
서동민,64896,16.0,48,13,3,11,1,19,5.51,10.69,6.19
하준수,69991,3.0,9,3,0,3,0,1,5.53,3.0,9.0
백정현,77446,117.0,351,147,21,35,9,66,5.53,5.08,2.69
김진호,67954,36.0,108,53,7,20,1,35,5.53,8.75,5.0
전유수,75340,10.0,30,17,1,5,0,2,5.6,1.8,4.5
이지강,69108,11.0,33,12,0,13,0,6,5.65,4.91,10.64
최하늘,68501,31.0,93,42,5,15,2,18,5.78,5.23,4.35
강재민,50705,44.0,132,44,7,29,4,38,5.79,7.77,5.93
박민호,64893,20.0,60,26,3,11,2,12,5.9,5.4,4.95
김성진,51301,17.0,51,29,3,10,3,16,5.91,8.47,5.29
김준형,51393,12.0,36,9,0,13,2,6,5.95,4.5,9.75
이승민,50464,4.0,12,2,0,5,0,2,5.95,4.5,11.25
허윤동,50449,54.0,162,64,8,34,6,36,6.01,6.0,5.67
최지민,52639,6.0,18,12,1,5,1,7,6.03,10.5,7.5
박신지,68249,53.0,159,84,7,40,5,38,6.03,6.45,6.79
로니,52645,42.0,126,47,7,28,3,32,6.06,6.86,6.0
홍상삼,78247,17.0,51,19,3,15,1,19,6.08,10.06,7.94
양창섭,68415,20.0,60,24,3,12,1,10,6.1,4.5,5.4
고영창,63628,16.0,48,23,2,10,3,9,6.14,5.06,5.62
조요한,51809,16.0,48,17,2,13,4,15,6.14,8.44,7.31
박웅,50205,5.0,15,7,0,7,0,3,6.2,5.4,12.6
오석주,67116,3.0,9,4,1,0,0,2,6.2,6.0,0.0
권휘,50203,7.0,21,8,1,5,1,5,6.2,6.43,6.43
박주혁,50411,6.0,18,5,1,4,0,3,6.37,4.5,6.0
김지용,60181,18.0,54,19,5,5,1,13,6.37,6.5,2.5
박동수,52994,11.0,33,11,0,20,1,14,6.38,11.45,16.36
김정빈,63894,19.0,57,22,2,24,4,23,6.57,10.89,11.37
전사민,69969,8.0,24,5,1,6,0,2,6.58,2.25,6.75
박승주,66305,20.0,60,20,3,21,3,21,6.65,9.45,9.45
심창민,61411,5.0,15,9,0,7,3,6,6.8,10.8,12.6
박윤철,69762,30.0,90,41,5,23,2,16,6.8,4.8,6.9
나원탁,67454,5.0,15,9,1,5,2,8,6.8,14.4,9.0
조민석,52903,11.0,33,17,2,12,2,14,6.84,11.45,9.82
김규연,51713,11.0,33,16,2,12,0,11,6.84,9.0,9.82
하준호,78517,12.0,36,16,2,16,1,15,7.12,11.25,12.0
이용준,51948,17.0,51,31,4,12,3,15,7.14,7.94,6.35
강동연,61295,8.0,24,16,2,3,1,3,7.2,3.38,3.38
이상민,63960,18.0,54,29,5,15,3,22,7.37,11.0,7.5
류희운,64029,8.0,24,14,2,6,2,8,7.45,9.0,6.75
김동주,51230,15.0,45,23,5,9,0,13,7.6,7.8,5.4
신재영,62937,4.0,12,9,2,0,0,4,7.7,9.0,0.0
박정준,61396,8.0,24,10,2,5,1,4,7.7,4.5,5.62
이병헌,52204,3.0,9,5,0,7,1,5,7.87,15.0,21.0
진승현,52558,6.0,18,12,2,7,1,11,7.87,16.5,10.5
전창민,69204,9.0,27,17,2,8,0,3,8.09,3.0,8.0
김주온,65411,4.0,12,3,1,5,0,4,8.2,9.0,11.25
김상수,76430,7.0,21,9,2,4,1,3,8.2,3.86,5.14
윤명준,62242,19.0,57,33,8,8,1,15,8.52,7.11,3.79
박주성,69328,12.0,36,11,4,7,3,8,8.7,6.0,5.25
유승철,67640,13.0,39,17,4,16,0,14,8.74,9.69,11.08
박준표,63638,15.0,45,27,4,10,8,11,8.8,6.6,6.0
이충호,63749,4.0,12,7,1,5,1,4,8.95,9.0,11.25
미란다,51257,7.0,21,2,0,18,1,8,9.06,10.29,23.14
전영준,52809,4.0,12,7,2,3,1,7,9.2,15.75,6.75
김유신,68659,11.0,33,7,3,15,0,8,9.38,6.55,12.27
김기중,51715,11.0,33,14,4,11,1,8,9.75,6.55,9.0
Unknown,64861,3.0,9,2,1,4,0,2,10.2,6.0,12.0
김건우,51867,3.0,9,5,1,4,0,1,10.87,3.0,12.0
백승현,65109,6.0,18,15,2,9,0,3,11.03,4.5,13.5
남하준,66660,7.0,21,15,4,6,0,5,11.77,6.43,7.71
이정현,67048,3.0,9,3,1,4,1,1,11.87,3.0,12.0
이강준,50036,7.0,21,9,1,20,0,6,11.91,7.71,25.71
이수민,64464,3.0,9,3,1,5,1,2,12.2,6.0,15.0
허준혁,52119,3.0,9,11,3,2,0,4,15.53,12.0,6.0
김태훈,79847,4.0,12,6,2,10,0,1,16.7,2.25,22.5
