Player,pcode,IP,Outs,H,HR,BB,HBP,SO,FIP,K/9,BB/9
왕웨이중,68948,139.0,417,169,16,40,2,108,4.05,6.99,2.59
배영수,70425,54.0,162,69,6,15,6,47,4.07,7.83,2.5
니퍼트,61240,175.0,525,209,26,39,9,165,4.07,8.49,2.01
헤일,68794,65.0,195,68,8,17,4,55,4.08,7.62,2.35
최지광,67421,8.0,24,11,0,7,0,7,4.08,7.88,7.88
권오준,99445,36.0,108,43,7,12,3,52,4.09,13.0,3.0
김유신,68659,10.0,30,13,0,6,1,6,4.1,5.4,5.4
윤희상,74838,44.0,132,55,8,7,2,44,4.18,9.0,1.43
레일리,65546,173.0,519,180,24,54,18,178,4.19,9.26,2.81
박진우,63991,17.0,51,18,2,5,2,15,4.2,7.94,2.65
헥터,66643,171.0,513,209,25,36,4,137,4.2,7.21,1.89
피어밴드,65331,162.0,486,186,24,38,6,141,4.2,7.83,2.11
휠러,68742,97.0,291,128,12,34,10,94,4.23,8.72,3.15
박종훈,60841,156.0,468,158,16,54,20,133,4.25,7.67,3.12
여건욱,79825,18.0,54,27,1,8,4,15,4.26,7.5,4.0
정찬헌,78148,54.0,162,76,5,24,7,50,4.27,8.33,4.0
아델만,68435,167.0,501,202,20,54,11,137,4.28,7.38,2.91
엄상백,65056,36.0,108,51,4,17,8,44,4.28,11.0,4.25
윤성빈,67588,47.0,141,51,5,36,3,65,4.31,12.45,6.89
장원삼,76355,36.0,108,47,4,13,1,27,4.31,6.75,3.25
김상수,76430,47.0,141,53,9,23,1,68,4.33,13.02,4.4
송승준,77591,73.0,219,93,8,35,4,68,4.36,8.38,4.32
김재윤,65062,51.0,153,76,11,15,1,66,4.36,11.65,2.65
듀브론트,68526,134.0,402,162,13,62,8,109,4.4,7.32,4.16
이종혁,67066,38.0,114,61,4,17,2,31,4.44,7.34,4.03
노경은,73211,126.0,378,127,18,30,4,89,4.45,6.36,2.14
백정현,77446,121.0,363,142,18,36,3,99,4.46,7.36,2.68
정성곤,65058,20.0,60,23,3,11,0,23,4.5,10.35,4.95
오현택,79293,47.0,141,66,11,12,3,63,4.52,12.06,2.3
한주성,64255,3.0,9,8,0,1,1,1,4.53,3.0,3.0
문승원,62869,143.0,429,180,24,37,4,122,4.54,7.68,2.33
보니야,68400,161.0,483,193,23,63,12,151,4.58,8.44,3.52
장시환,77318,31.0,93,39,5,19,3,44,4.59,12.77,5.52
김세현,76350,32.0,96,56,4,16,3,32,4.61,9.0,4.5
한승혁,61666,83.0,249,105,8,43,5,65,4.62,7.05,4.66
신재웅,75138,45.0,135,49,5,28,1,43,4.67,8.6,5.6
베렛,68953,151.0,453,178,24,59,9,144,4.71,8.58,3.52
장민재,79764,52.0,156,62,7,23,1,42,4.72,7.27,3.98
윤길현,72862,25.0,75,33,4,15,0,29,4.76,10.44,5.4
전상현,66609,9.0,27,19,1,5,0,7,4.76,7.0,5.0
팻딘,67645,121.0,363,174,23,27,4,101,4.77,7.51,2.01
윤규진,73750,81.0,243,99,14,30,6,81,4.78,9.0,3.33
김성민,67828,38.0,114,61,6,21,3,45,4.78,10.66,4.97
산체스,68815,142.0,426,161,26,39,7,124,4.81,7.86,2.47
임찬규,61101,141.0,423,195,23,47,13,125,4.82,7.98,3.0
고효준,72523,18.0,54,33,3,23,0,39,4.87,19.5,11.5
최채흥,68419,25.0,75,30,5,8,1,25,4.88,9.0,2.88
심재민,64017,29.0,87,47,5,17,2,36,4.92,11.17,5.28
한현희,62363,164.0,492,208,22,49,20,105,4.93,5.76,2.69
구창모,65933,126.0,378,158,21,52,7,116,4.93,8.29,3.71
구승민,63543,61.0,183,62,12,31,3,75,4.97,11.07,4.57
김승현,66492,23.0,69,48,3,15,5,29,4.98,11.35,5.87
박정수,65639,10.0,30,17,2,5,3,16,5.0,14.4,4.5
정성종,68556,16.0,48,19,2,8,1,12,5.01,6.75,4.5
박정배,75250,39.0,117,51,9,12,2,44,5.02,10.15,2.77
이영하,66291,112.0,336,140,15,54,9,90,5.02,7.23,4.34
오주원,74359,40.0,120,61,8,13,1,36,5.05,8.1,2.92
이현호,61214,25.0,75,37,4,13,1,23,5.12,8.28,4.68
김윤동,62648,66.0,198,71,9,54,2,79,5.12,10.77,7.36
원종현,76118,47.0,141,78,7,22,2,36,5.14,6.89,4.21
심창민,61411,58.0,174,57,12,22,9,68,5.15,10.55,3.41
문경찬,65643,48.0,144,62,10,17,2,46,5.18,8.62,3.19
임창용,95657,80.0,240,92,16,29,11,84,5.2,9.45,3.26
김진욱,68701,5.0,15,6,0,3,3,4,5.2,7.2,5.4
유승철,67640,38.0,114,49,5,30,3,44,5.2,10.42,7.11
최성영,66920,58.0,174,66,11,25,4,57,5.2,8.84,3.88
박진형,63512,9.0,27,23,1,8,1,11,5.2,11.0,8.0
유원상,76757,35.0,105,63,5,17,5,30,5.23,7.71,4.37
금민철,75258,154.0,462,212,19,68,7,79,5.24,4.62,3.97
이형범,62951,47.0,141,62,5,24,1,22,5.24,4.21,4.6
유희관,79229,134.0,402,197,23,42,4,81,5.25,5.44,2.82
임현준,61457,17.0,51,20,3,11,5,26,5.26,13.76,5.82
임기준,60634,38.0,114,59,7,24,2,45,5.28,10.66,5.68
차우찬,76455,166.0,498,177,27,79,10,136,5.28,7.37,4.28
홍성용,75149,33.0,99,49,7,16,5,42,5.32,11.45,4.36
최동환,79140,30.0,90,33,6,11,3,28,5.33,8.4,3.3
안우진,68341,37.0,111,46,6,28,3,46,5.34,11.19,6.81
이민호,62929,40.0,120,52,8,19,3,42,5.35,9.45,4.28
김건태,60339,49.0,147,60,7,24,7,39,5.36,7.16,4.41
양현,61268,25.0,75,31,4,13,1,20,5.36,7.2,4.68
진명호,79545,47.0,141,53,7,46,1,65,5.37,12.45,8.81
박근홍,74630,18.0,54,28,3,12,6,27,5.37,13.5,6.0
이승진,64805,35.0,105,41,6,20,4,37,5.37,9.51,5.14
김종수,63765,5.0,15,3,1,0,0,1,5.4,1.8,0.0
안영명,73738,53.0,159,83,12,15,4,48,5.41,8.15,2.55
황인준,65618,45.0,135,58,9,12,6,35,5.44,7.0,2.4
김승회,73248,42.0,126,54,6,23,5,34,5.44,7.29,4.93
김재영,66741,102.0,306,136,15,37,12,56,5.45,4.94,3.26
송창식,74731,11.0,33,15,2,4,1,8,5.47,6.55,3.27
양창섭,68415,83.0,249,100,12,34,10,49,5.49,5.31,3.69
임창민,78352,6.0,18,8,2,2,0,9,5.53,13.5,3.0
김대현,66145,101.0,303,145,15,48,9,64,5.56,5.7,4.28
강윤구,79358,34.0,102,54,10,26,1,65,5.58,17.21,6.88
남윤성,67840,8.0,24,12,1,4,0,3,5.58,3.38,4.5
김지용,60181,33.0,99,52,10,9,2,42,5.59,11.45,2.45
김정인,65392,7.0,21,14,1,3,1,4,5.63,5.14,3.86
전유수,75340,16.0,48,21,3,8,2,15,5.64,8.44,4.5
윤석민,75620,36.0,108,55,9,10,0,29,5.67,7.25,2.5
이동현,71118,25.0,75,49,6,7,3,23,5.68,8.28,2.52
이현승,76329,22.0,66,39,4,14,1,21,5.7,8.59,5.73
민태호,78366,8.0,24,11,1,4,1,4,5.7,4.5,4.5
윤지웅,61329,4.0,12,9,0,3,3,4,5.7,9.0,6.75
김원중,62528,141.0,423,173,28,77,11,137,5.71,8.74,4.91
김범수,65769,29.0,87,52,7,29,1,54,5.72,16.76,9.0
주권,65060,79.0,237,118,16,27,7,54,5.76,6.15,3.08
해커,63938,78.0,234,86,16,30,5,56,5.78,6.46,3.46
김민,68043,36.0,108,40,4,25,6,25,5.84,6.25,6.25
김민우,65764,94.0,282,133,19,41,8,73,5.84,6.99,3.93
조정훈,75537,3.0,9,6,0,4,2,5,5.87,15.0,12.0
이민우,65616,30.0,90,52,4,23,5,28,5.87,8.4,6.9
임기영,62754,98.0,294,145,20,34,12,68,5.87,6.24,3.12
정용운,79617,10.0,30,10,1,8,0,5,5.9,4.5,7.2
한기주,76610,35.0,105,54,8,12,5,30,5.91,7.71,3.09
배장호,76540,18.0,54,29,3,10,2,13,5.92,6.5,5.0
윤성환,74454,113.0,339,164,28,32,9,89,5.93,7.09,2.55
김태오,66064,20.0,60,32,4,9,2,14,6.05,6.3,4.05
하영민,64350,15.0,45,30,3,7,1,10,6.07,6.0,4.2
김동준,62360,43.0,129,61,10,18,4,36,6.08,7.53,3.77
홍상삼,78247,10.0,30,13,1,12,2,13,6.1,11.7,10.8
윤근영,75730,12.0,36,26,3,10,0,17,6.12,12.75,7.5
정영일,62056,35.0,105,48,7,21,5,33,6.14,8.49,5.4
진해수,76650,23.0,69,63,7,13,4,37,6.16,14.48,5.09
장원준,74513,66.0,198,101,12,33,11,46,6.17,6.27,4.5
김사율,99563,41.0,123,56,12,10,2,35,6.18,7.68,2.2
김택형,65343,7.0,21,9,1,10,0,11,6.2,14.14,12.86
이승호,67603,36.0,108,44,8,22,5,38,6.23,9.5,5.5
조덕길,63348,22.0,66,35,6,13,0,25,6.25,10.23,5.32
손주영,67143,11.0,33,13,0,14,2,7,6.29,5.73,11.45
강동연,61295,10.0,30,10,2,5,0,5,6.3,4.5,4.5
박세웅,64021,47.0,141,83,10,29,4,40,6.37,7.66,5.55
고우석,67119,53.0,159,69,10,37,5,44,6.37,7.47,6.28
정수민,66960,51.0,153,69,10,33,3,38,6.38,6.71,5.82
고창성,78248,29.0,87,57,7,11,5,23,6.41,7.14,3.41
윤수호,65064,21.0,63,33,4,17,1,19,6.44,8.14,7.29
배재환,64995,27.0,81,37,6,25,1,34,6.46,11.33,8.33
홍건희,61643,15.0,45,32,4,7,1,13,6.53,7.8,4.2
홍성민,62655,3.0,9,6,1,1,0,3,6.53,9.0,3.0
박신지,68249,15.0,45,14,4,9,1,16,6.53,9.6,5.4
김대우,61365,36.0,108,53,7,18,3,15,6.64,3.75,4.5
변진수,62263,8.0,24,16,2,2,4,8,6.7,9.0,2.25
유재유,66160,6.0,18,11,1,3,3,5,6.7,7.5,4.5
하준영,68639,12.0,36,16,3,8,1,12,6.7,9.0,6.0
노성호,62920,27.0,81,35,6,29,1,36,6.76,12.0,9.67
김영준,68130,17.0,51,19,3,15,3,16,6.79,8.47,7.94
서진용,61895,39.0,117,52,14,23,2,58,6.82,13.38,5.31
신병률,68067,22.0,66,35,6,7,3,14,6.84,5.73,2.86
류희운,64029,37.0,111,53,11,14,2,28,6.85,6.81,3.41
박주홍,68703,14.0,42,26,4,10,2,18,6.91,11.57,6.43
박시영,60559,22.0,66,35,6,14,1,19,7.06,7.77,5.73
최동현,67263,8.0,24,22,2,0,5,5,7.08,5.62,0.0
권혁,72447,4.0,12,9,2,4,0,11,7.2,24.75,9.0
신재영,62937,95.0,285,133,31,23,8,53,7.31,5.02,2.18
김정후,61962,13.0,39,12,3,12,1,12,7.35,8.31,8.31
채병용,71845,24.0,72,33,8,8,1,15,7.41,5.62,3.0
이승현,60146,12.0,36,23,4,7,2,14,7.45,10.5,5.25
곽빈,68220,20.0,60,44,6,17,3,26,7.5,11.7,7.65
임준섭,62611,5.0,15,8,1,6,1,6,7.6,10.8,10.8
김선기,66018,16.0,48,34,5,16,0,21,7.64,11.81,9.0
김진성,75867,35.0,105,56,13,19,2,38,7.66,9.77,4.89
장현식,63950,21.0,63,31,7,17,0,24,7.68,10.29,7.29
최금강,62966,31.0,93,51,8,22,2,18,7.72,5.23,6.39
현도훈,68260,8.0,24,11,2,6,1,5,7.83,5.62,6.75
김재균,68908,4.0,12,3,0,9,0,4,7.95,9.0,20.25
최대성,74543,9.0,27,15,3,8,0,10,7.98,10.0,8.0
서균,64759,24.0,72,39,7,16,7,22,8.03,8.25,6.0
박세진,66047,28.0,84,47,10,19,2,24,8.38,7.71,6.11
백인식,78819,11.0,33,17,4,9,3,14,8.65,11.45,7.36
김시현,67467,5.0,15,10,2,2,2,5,8.8,9.0,3.6
최성훈,62146,9.0,27,17,4,9,1,14,9.2,14.0,9.0
강지광,79130,3.0,9,8,1,4,0,3,9.53,9.0,12.0
윤강민,63936,4.0,12,14,1,5,2,4,9.7,9.0,11.25
김주한,66859,4.0,12,9,2,6,0,5,11.7,11.25,13.5
문광은,60845,5.0,15,11,3,5,0,5,12.0,9.0,9.0
이원준,67863,3.0,9,13,3,1,0,2,15.87,6.0,3.0
Unknown,64155,4.0,12,11,3,7,0,4,16.2,9.0,15.75
최민준,68856,4.0,12,11,5,0,0,3,17.95,6.75,0.0
