Player,pcode,IP,Outs,H,HR,BB,HBP,SO,FIP,K/9,BB/9
박진,69594,49.1,148,60,4,12,2,35,3.69,6.39,2.19
레예스,54443,143.2,431,159,15,30,7,114,3.74,7.14,1.88
이병헌,52204,65.1,196,61,3,34,3,57,3.75,7.85,4.68
카스타노,54920,111.1,334,117,11,25,7,89,3.75,7.19,2.02
장민재,79764,29.0,87,46,2,7,1,17,3.75,5.28,2.17
임정호,63959,55.0,165,54,3,25,3,46,3.76,7.53,4.09
김서현,53754,38.2,116,31,0,32,4,43,3.77,10.01,7.45
오석주,67116,17.0,51,28,0,11,3,16,3.79,8.47,5.82
한현희,62363,81.0,243,95,7,26,10,75,3.8,8.33,2.89
헤이수스,54354,170.2,512,171,22,44,14,178,3.81,9.39,2.32
하영민,64350,149.1,448,168,8,58,5,101,3.81,6.09,3.5
한재승,51994,45.2,137,37,2,27,3,44,3.81,8.67,5.32
김상수,76430,74.0,222,71,5,26,5,56,3.82,6.81,3.16
스타우트,54615,16.0,48,17,2,5,3,20,3.83,11.25,2.81
박영현,52060,75.2,227,63,12,22,0,87,3.83,10.35,2.62
쿠에바스,69032,173.1,520,158,17,59,7,154,3.84,8.0,3.06
주승우,52330,51.1,154,50,4,18,5,43,3.88,7.54,3.16
김민수,65048,81.0,243,84,8,33,1,75,3.89,8.33,3.67
곽도규,53609,55.1,166,43,4,34,4,64,3.89,10.41,5.53
이선우,69068,10.0,30,10,0,3,2,4,3.9,3.6,2.7
박세웅,64021,173.0,519,188,13,56,11,124,3.91,6.45,2.91
이민우,65616,55.0,165,56,5,23,1,49,3.91,8.02,3.76
박준표,63638,5.2,17,10,0,3,1,4,3.91,6.35,4.76
이영하,66291,65.0,195,62,4,36,2,59,3.94,8.17,4.98
남지민,50720,4.0,12,2,0,2,1,3,3.95,6.75,4.5
황동재,50441,42.0,126,38,2,18,4,30,3.96,6.43,3.86
정우영,69159,22.1,67,31,0,11,6,17,3.96,6.85,4.43
엘리아스,53825,128.0,384,131,15,31,7,105,3.97,7.38,2.18
손주영,67143,143.2,431,157,11,54,10,112,3.97,7.02,3.38
김민규,54913,6.1,19,8,0,3,0,2,3.99,2.84,4.26
원태인,69446,159.2,479,150,17,42,7,119,4.01,6.71,2.37
코너,54452,161.0,483,135,21,40,19,158,4.03,8.83,2.24
진승현,52558,6.0,18,7,0,5,0,5,4.03,7.5,7.5
장현식,63950,74.2,224,75,8,34,2,75,4.03,9.04,4.1
최원태,65320,126.0,378,126,10,57,5,103,4.07,7.36,4.07
임창민,78352,54.1,163,60,4,30,2,50,4.08,8.28,4.97
이승현,60146,60.1,181,68,6,23,3,51,4.1,7.61,3.43
원상현,54063,64.2,194,105,6,31,2,59,4.11,8.21,4.31
양현종,77637,171.1,514,174,21,41,6,129,4.11,6.78,2.15
박정수,65639,29.0,87,38,2,13,2,22,4.13,6.83,4.03
이용찬,77211,54.2,164,82,6,21,2,48,4.13,7.9,3.46
이상동,69054,32.0,96,42,3,14,3,30,4.14,8.44,3.94
류진욱,65949,41.2,125,52,4,19,2,37,4.18,7.99,4.1
장지수,69645,13.2,41,23,0,10,2,11,4.22,7.24,6.59
엄상백,65056,160.1,481,171,26,44,7,163,4.23,9.15,2.47
문동주,52701,110.0,330,148,14,38,4,96,4.25,7.85,3.11
켈리,69103,116.1,349,133,13,26,6,70,4.27,5.42,2.01
박시영,60559,25.1,76,27,4,6,1,23,4.27,8.17,2.13
정해영,50662,50.0,150,47,8,15,1,49,4.28,8.82,2.7
이상민,63960,29.0,87,31,2,6,4,12,4.3,3.72,1.86
김성민,67828,45.2,137,45,5,17,1,34,4.32,6.7,3.35
김동욱,50393,35.1,106,33,4,6,2,18,4.33,4.58,1.53
김재웅,67391,23.2,71,24,2,12,1,19,4.34,7.23,4.56
성재헌,50109,31.2,95,46,1,16,5,20,4.34,5.68,4.55
노경은,73211,83.2,251,71,10,33,4,71,4.38,7.64,3.55
소이현,67962,3.1,10,6,0,1,1,1,4.4,2.7,2.7
김시훈,68928,107.1,322,110,7,59,3,74,4.4,6.2,4.95
김사윤,63894,36.1,109,40,2,25,5,36,4.41,8.92,6.19
김민우,65764,12.1,37,7,2,5,0,13,4.42,9.49,3.65
김대우,61365,34.0,102,42,4,9,3,23,4.44,6.09,2.38
주권,65060,57.1,172,78,7,11,3,31,4.44,4.87,1.73
이승현,51454,87.2,263,88,9,37,6,68,4.45,6.98,3.8
박시후,50812,14.0,42,18,1,7,2,11,4.49,7.07,4.5
더거,54804,22.1,67,37,2,10,3,18,4.5,7.25,4.03
윤정현,69399,3.0,9,4,0,2,0,1,4.53,3.0,6.0
송명기,69962,37.2,113,40,4,17,3,31,4.53,7.41,4.06
구승민,63543,57.1,172,68,6,35,6,62,4.54,9.73,5.49
이지강,69108,52.2,158,61,5,26,2,39,4.55,6.66,4.44
홍민기,50596,3.2,11,8,0,1,2,2,4.56,4.91,2.45
벤자민,52043,150.0,450,141,28,47,4,156,4.57,9.36,2.82
김태훈,62360,52.1,157,49,6,19,4,37,4.59,6.36,3.27
김윤하,54319,78.2,236,93,6,35,4,43,4.59,4.92,4.0
김유성,53262,27.2,83,28,1,24,4,29,4.61,9.43,7.81
서진용,61895,46.2,140,52,5,26,0,38,4.64,7.33,5.01
윤영철,53613,82.0,246,82,8,43,1,58,4.66,6.37,4.72
조동욱,54768,41.2,125,57,5,14,6,32,4.66,6.91,3.02
김광현,77829,161.2,485,162,24,73,6,154,4.69,8.57,4.06
전미르,54561,33.1,100,33,4,21,1,34,4.7,9.18,5.67
신민혁,68902,121.0,363,140,20,16,7,74,4.7,5.5,1.19
이재학,60263,106.2,320,108,17,42,4,99,4.71,8.35,3.54
홍건희,61643,58.2,176,55,5,33,5,45,4.72,6.9,5.06
김강현,65522,25.0,75,28,2,18,2,24,4.72,8.64,6.48
송영진,53898,99.0,297,112,10,51,1,67,4.74,6.09,4.64
문성현,60336,37.2,113,54,3,25,2,31,4.74,7.41,5.97
최하늘,68501,32.1,97,26,2,16,4,18,4.75,5.01,4.45
장시환,77318,33.1,100,34,3,22,1,28,4.76,7.56,5.94
소형준,50030,8.1,25,7,1,1,1,3,4.76,3.24,1.08
황동하,52641,107.0,321,113,13,46,9,83,4.77,6.98,3.87
최지강,52206,49.1,148,48,6,24,6,45,4.78,8.21,4.38
김규연,51713,59.0,177,66,6,28,4,40,4.79,6.1,4.27
김도현,69745,74.2,224,87,9,31,9,59,4.79,7.11,3.74
김진성,75867,70.0,210,62,11,23,7,61,4.79,7.84,2.96
김진욱,51516,87.0,261,93,13,44,4,87,4.8,9.0,4.55
김동주,51230,49.2,149,67,6,20,4,35,4.81,6.34,3.62
이준영,65665,34.2,104,37,5,17,2,33,4.82,8.57,4.41
손동현,69041,47.1,142,50,5,21,1,27,4.83,5.13,3.99
문승원,62869,59.2,179,67,10,24,1,53,4.86,7.99,3.62
채원후,65241,3.0,9,6,0,3,0,2,4.87,6.0,9.0
시라카와,54843,56.1,169,59,6,33,3,46,4.87,7.35,5.27
김기훈,69620,19.2,59,16,1,15,3,17,4.88,7.78,6.86
이종준,50904,26.0,78,26,4,16,0,28,4.89,9.69,5.54
이우찬,61145,33.2,101,42,2,30,1,31,4.89,8.29,8.02
진우영,54148,7.2,23,8,1,4,0,6,4.9,7.04,4.7
이용준,51948,33.2,101,42,5,14,1,26,4.92,6.95,3.74
요키시,69343,39.0,117,51,5,20,2,32,4.92,7.38,4.62
박승주,66305,17.1,52,16,2,9,1,13,4.93,6.75,4.67
오승환,75421,54.2,164,75,9,18,3,42,4.96,6.91,2.96
임준형,69113,13.2,41,16,2,5,3,13,4.96,8.56,3.29
최준호,53259,72.0,216,69,11,30,4,58,4.99,7.25,3.75
김대유,60337,25.0,75,35,4,13,2,26,5.0,9.36,4.68
최성훈,62146,12.2,38,14,1,9,1,10,5.02,7.11,6.39
최지민,52639,45.2,137,44,2,40,4,37,5.04,7.29,7.88
최성영,66920,45.2,137,65,7,17,0,29,5.04,5.72,3.35
이상규,65117,32.0,96,39,5,15,1,27,5.04,7.59,4.22
한승주,50726,21.2,65,45,2,11,3,14,5.05,5.82,4.57
임기영,62754,45.2,137,61,8,17,1,36,5.08,7.09,3.35
백정현,77446,82.0,246,108,14,28,1,57,5.09,6.26,3.07
우강훈,51526,11.2,35,11,0,8,6,10,5.09,7.71,6.17
오원석,50859,120.2,362,122,17,65,13,112,5.11,8.35,4.85
이준호,53996,49.0,147,71,7,26,3,42,5.12,7.71,4.78
이로운,53892,55.2,167,67,4,43,3,41,5.14,6.63,6.95
이믿음,51110,4.0,12,11,0,4,0,2,5.2,4.5,9.0
김현수,69516,5.0,15,7,0,5,1,4,5.2,7.2,9.0
김영준,68130,15.1,46,21,2,9,0,11,5.22,6.46,5.28
황준서,54729,71.1,214,80,9,51,5,70,5.23,8.83,6.43
이상영,69168,16.0,48,15,1,8,4,8,5.26,4.5,4.5
박세진,66047,5.1,16,7,0,5,0,2,5.26,3.38,8.44
알칸타라,69045,64.1,193,58,10,22,2,34,5.28,4.76,3.08
김승현,66492,18.0,54,23,3,7,0,11,5.31,5.5,3.5
최승용,51264,27.0,81,37,6,7,0,21,5.31,7.0,2.33
김기중,51715,59.0,177,83,8,27,6,39,5.32,5.95,4.12
김건국,76225,34.1,103,48,5,14,2,20,5.33,5.24,3.67
김호준,68269,13.0,39,22,1,4,5,6,5.35,4.15,2.77
페냐,52720,37.0,111,41,6,20,0,29,5.36,7.05,4.86
진해수,76650,27.1,82,36,5,10,3,22,5.4,7.24,3.29
김재윤,65062,66.0,198,58,13,25,1,51,5.4,6.95,3.41
박범준,54304,5.1,16,7,1,4,1,8,5.45,13.5,6.75
김대현,66145,34.2,104,33,6,18,2,30,5.45,7.79,4.67
최준용,50556,21.2,65,28,2,14,1,11,5.46,4.57,5.82
최동환,79140,22.1,67,35,4,9,0,14,5.48,5.64,3.63
최이준,68036,24.1,73,40,3,16,1,17,5.5,6.29,5.92
최원준,67263,110.0,330,125,21,34,10,72,5.57,5.89,2.78
박신지,68249,8.2,26,8,0,8,1,3,5.62,3.12,8.31
양지율,67365,18.0,54,16,1,13,2,7,5.64,3.5,6.5
임상현,54900,39.2,119,46,5,23,2,21,5.67,4.76,5.22
이민석,52530,31.0,93,38,3,24,2,20,5.68,5.81,6.97
장지훈,51895,21.0,63,29,3,10,1,10,5.68,4.29,4.29
박치국,67266,47.1,142,59,8,18,10,35,5.69,6.65,3.42
정철원,68242,32.0,96,39,5,26,5,39,5.7,10.97,7.31
김선기,66018,76.0,228,91,13,30,6,43,5.71,5.09,3.55
이기순,52868,19.2,59,12,2,23,1,24,5.74,10.98,10.53
김명신,67246,32.2,98,63,8,8,2,25,5.77,6.89,2.2
최종인,50206,9.2,29,8,2,5,0,8,5.79,7.45,4.66
박민호,64893,22.2,68,25,4,7,2,10,5.8,3.97,2.78
유승철,67640,5.0,15,3,0,7,0,4,5.8,7.2,12.6
윤대경,63464,7.2,23,10,1,6,1,7,5.81,8.22,7.04
육청명,54064,44.1,133,52,6,20,6,20,5.82,4.06,4.06
정찬헌,78148,15.2,47,26,3,3,1,5,5.82,2.87,1.72
조영건,69360,39.1,118,50,7,24,1,31,5.84,7.09,5.49
박주현,68097,3.0,9,3,1,1,0,4,5.87,12.0,3.0
이교훈,69205,35.0,105,43,7,17,2,27,5.89,6.94,4.37
이재익,63492,9.2,29,29,2,4,0,6,5.89,5.59,3.72
조이현,64768,41.2,125,54,9,11,1,20,5.91,4.32,2.38
전사민,69969,23.2,71,39,3,17,3,17,5.95,6.46,6.46
고효준,72523,22.0,66,23,4,20,1,27,5.97,11.05,8.18
현도훈,68260,10.0,30,15,2,6,0,8,6.0,7.2,5.4
나균안,67539,71.1,214,114,15,47,5,74,6.05,9.34,5.93
손현기,54363,14.1,43,17,2,8,3,9,6.06,5.65,5.02
김인범,69367,63.0,189,75,9,31,8,27,6.06,3.86,4.43
김영현,51097,7.1,22,9,1,7,1,8,6.06,9.82,8.59
함덕주,63248,11.2,35,13,2,7,1,8,6.11,6.17,5.4
김진수,51154,13.1,40,17,3,4,0,6,6.12,4.05,2.7
이형범,62951,15.0,45,26,2,7,5,9,6.13,5.4,4.2
최채흥,68419,20.1,61,24,4,12,0,14,6.15,6.2,5.31
백승현,65109,27.0,81,33,3,21,2,14,6.16,4.67,7.0
최민준,68856,39.1,118,61,9,24,3,40,6.2,9.15,5.49
서의태,66068,7.2,23,5,1,8,0,7,6.2,8.22,9.39
윤호솔,63961,4.2,14,4,0,8,0,5,6.2,9.64,15.43
김연주,54368,31.0,93,34,5,17,5,18,6.26,5.23,4.94
임준섭,62611,11.2,35,12,0,11,3,3,6.29,2.31,8.49
송재영,51594,8.1,25,9,2,5,1,9,6.32,9.72,5.4
박종훈,60841,35.0,105,37,7,21,8,34,6.34,8.74,5.4
김윤수,68403,5.1,16,6,0,7,0,2,6.39,3.38,11.81
이호성,53455,45.0,135,66,9,26,2,28,6.42,5.6,5.2
최우석,54903,8.2,26,7,2,6,0,8,6.43,8.31,6.23
전준표,54362,27.2,83,35,4,20,5,18,6.49,5.86,6.51
홍원표,50430,6.1,19,4,1,6,0,5,6.52,7.11,8.53
김민규,68200,24.2,74,23,4,19,4,19,6.56,6.93,6.93
박윤성,53301,18.2,56,14,5,9,0,14,6.63,6.75,4.34
김도규,68585,4.0,12,5,0,6,2,5,6.7,11.25,13.5
이종민,50354,44.0,132,56,9,22,5,21,6.75,4.3,4.5
정지헌,54149,12.1,37,19,2,11,3,11,6.93,8.03,8.03
문용익,67419,17.0,51,23,2,22,2,17,6.96,9.0,11.65
윤석원,52395,17.0,51,31,3,7,2,1,6.96,0.53,3.71
박명근,53139,25.1,76,29,6,12,3,13,7.03,4.62,4.26
양현,61268,13.0,39,21,4,5,1,10,7.05,6.92,3.46
한차현,51058,18.1,55,29,4,18,0,17,7.13,8.35,8.84
이채호,68896,7.0,21,15,2,3,1,5,7.2,6.43,3.86
이의리,51648,13.0,39,17,3,14,0,14,7.28,9.69,9.69
이인복,64565,33.0,99,49,10,13,3,20,7.38,5.45,3.55
신영우,53919,9.1,28,9,0,15,2,6,7.38,5.79,14.46
김범수,65769,33.2,101,33,11,20,5,38,7.42,10.16,5.35
이건욱,64861,19.1,58,34,5,15,2,17,7.44,7.91,6.98
Unknown,54401,4.0,12,7,1,2,0,1,7.45,2.25,4.5
배재환,64995,19.2,59,20,5,15,0,13,7.47,5.95,6.86
정우준,51546,8.2,26,10,2,7,0,5,7.47,5.19,7.27
육선엽,54404,16.2,50,19,3,17,2,11,7.64,5.94,9.18
김택형,65343,7.0,21,10,1,6,1,1,7.77,1.29,7.71
백승건,69839,9.1,28,13,2,9,0,5,7.81,4.82,8.68
이승민,50464,47.2,143,71,14,26,3,23,7.88,4.34,4.91
목지훈,53973,9.0,27,15,1,10,2,3,7.98,3.0,10.0
김동혁,50360,22.1,67,27,7,10,2,9,8.08,3.63,4.03
강건,53006,4.0,12,8,1,4,1,3,8.7,6.75,9.0
이명종,52397,10.2,32,20,4,5,0,4,8.73,3.38,4.22
김태현,67956,9.2,29,14,3,7,0,3,8.79,2.79,6.52
김주온,65411,4.2,14,8,2,3,0,4,8.99,7.71,5.79
이태양,60768,9.1,28,17,4,2,0,2,8.99,1.93,1.93
Unknown,63292,4.0,12,6,2,2,0,2,10.2,4.5,4.5
전루건,69204,5.1,16,15,0,9,4,0,10.51,0.0,15.19
윤중현,68619,10.1,31,22,4,9,3,4,10.94,3.48,7.84
김민재,54608,4.0,12,9,3,1,1,3,12.95,6.75,2.25
신헌민,52873,3.0,9,7,2,3,1,0,15.87,0.0,9.0
