Player,pcode,PA,HR,wOBA,ISO,BB%,K%,AB,1B,2B,3B,BB,HBP,SO
윤동희,52591,617,14,0.366,0.159,10.9,18.5,536,106,35,4,67,7,114
김민혁,64004,394,1,0.365,0.065,8.9,11.4,352,106,14,3,35,1,45
라모스,52025,348,10,0.365,0.177,7.8,17.2,311,63,19,3,27,3,60
서건창,78168,248,1,0.364,0.094,14.5,12.5,203,47,14,1,36,3,31
김병준,52002,16,0,0.364,0.0,12.5,12.5,14,5,0,0,2,0,2
한승택,63722,15,0,0.362,0.0,26.7,6.7,11,3,0,0,4,0,1
이용규,74163,227,1,0.362,0.066,13.7,14.5,183,48,5,2,31,9,33
이성규,66409,355,22,0.361,0.258,8.7,30.7,302,40,10,1,31,15,109
박상언,66707,52,0,0.361,0.071,17.3,23.1,42,9,3,0,9,1,12
윤정빈,68463,191,7,0.361,0.165,11.5,25.7,164,34,4,1,22,3,49
허경민,79240,477,7,0.36,0.118,7.5,5.2,417,94,28,0,36,18,25
고승민,69517,534,14,0.36,0.168,7.7,14.8,483,101,27,6,41,1,79
김선빈,78603,467,9,0.359,0.118,6.4,8.4,424,107,23,0,30,5,39
노시환,69737,601,24,0.357,0.183,10.0,21.5,526,97,20,2,60,11,129
채은성,79192,498,20,0.357,0.193,9.8,16.7,436,74,24,0,49,8,83
문성주,68119,361,0,0.357,0.066,13.6,10.5,305,78,16,2,49,3,38
안치홍,79608,533,13,0.353,0.127,9.2,13.1,473,108,21,0,49,6,70
한준수,68646,316,7,0.352,0.15,6.6,15.2,287,59,22,0,21,2,48
이재현,52415,460,14,0.352,0.159,12.6,18.0,391,70,18,1,58,8,83
박동원,79365,499,20,0.352,0.189,11.0,22.4,435,76,22,0,55,0,112
황성빈,50500,410,4,0.351,0.117,7.6,13.7,369,90,15,8,31,3,56
박성한,67893,566,10,0.35,0.11,11.5,15.2,490,113,24,0,65,2,86
장성우,78548,491,19,0.35,0.181,12.2,17.5,420,74,19,0,60,1,86
김지찬,50458,538,3,0.349,0.068,11.2,7.4,455,122,16,3,60,9,40
양석환,64153,594,34,0.348,0.242,8.2,21.5,534,71,25,1,49,7,128
맥키넌,54424,318,4,0.348,0.095,12.6,10.4,274,63,14,0,40,1,33
김태연,66704,472,12,0.348,0.145,9.5,18.9,413,84,24,0,45,4,89
김영웅,52430,512,28,0.348,0.231,9.0,30.3,458,68,16,3,46,3,155
문상철,64007,404,17,0.347,0.178,11.1,21.5,348,61,11,0,45,7,87
강승호,63123,567,18,0.347,0.195,5.6,27.9,522,87,34,7,32,7,158
오태곤,60558,288,9,0.346,0.174,10.8,25.3,247,43,16,0,31,1,73
김헌곤,61404,311,9,0.346,0.132,7.1,16.1,281,67,8,1,22,3,50
최원준,66606,510,9,0.345,0.127,9.8,12.9,440,93,23,3,50,8,66
박병호,75125,408,23,0.343,0.216,11.5,29.9,352,51,7,0,47,7,122
추신수,51817,304,5,0.343,0.122,12.5,22.4,254,51,14,1,38,4,68
김한별,50902,50,0,0.342,0.023,4.0,18.0,44,13,1,0,2,4,9
최준우,68868,36,0,0.342,0.074,25.0,25.0,27,4,2,0,9,0,9
김성진,69105,16,1,0.341,0.2,6.2,25.0,15,3,0,0,1,0,4
김현수,76290,584,8,0.341,0.124,8.0,13.2,518,106,36,2,47,9,77
정준재,54812,240,1,0.341,0.098,7.9,20.4,215,52,8,5,19,3,49
오지환,79109,430,10,0.34,0.156,12.1,24.7,371,59,24,2,52,4,106
이우성,63260,450,9,0.339,0.113,9.8,19.8,400,89,16,1,44,3,89
이주형,50167,538,13,0.338,0.135,9.1,22.1,474,92,19,3,49,14,119
정훈,60523,327,9,0.337,0.164,10.7,19.3,287,47,20,0,35,0,63
한유섬,62895,525,24,0.336,0.217,8.8,27.0,466,57,29,0,46,9,142
신민재,65207,475,0,0.335,0.059,13.7,9.9,387,98,11,6,65,5,47
최인호,50707,244,2,0.335,0.11,10.2,12.7,210,43,13,2,25,3,31
최원영,52103,41,1,0.335,0.135,2.4,17.1,37,7,2,0,1,3,7
김주원,51907,475,9,0.334,0.127,10.7,23.4,385,68,18,2,51,25,111
이정훈,67644,116,0,0.334,0.08,11.2,18.1,100,22,8,0,13,0,21
홍성호,66233,15,0,0.334,0.143,6.7,46.7,14,2,2,0,1,0,7
박한결,53992,71,7,0.333,0.338,8.5,40.8,65,4,1,0,6,0,29
이창진,64560,247,1,0.332,0.068,18.2,14.6,191,39,10,0,45,2,36
최지훈,50854,545,11,0.332,0.142,9.2,13.0,485,93,22,7,50,2,71
문현빈,53764,289,5,0.331,0.135,8.3,18.3,260,49,16,2,24,2,53
김재호,74206,154,1,0.33,0.063,12.3,14.9,126,32,5,0,19,1,23
박찬호,64646,579,5,0.33,0.079,8.3,7.6,517,129,24,1,48,1,44
고종욱,61353,36,1,0.329,0.156,11.1,16.7,32,5,2,0,4,0,6
이형종,78135,126,4,0.329,0.147,17.5,21.4,102,15,3,0,22,1,27
황영묵,54795,389,3,0.329,0.072,8.0,14.4,349,90,8,4,31,5,56
김휘집,51344,563,16,0.328,0.151,9.2,21.1,489,85,24,1,52,10,119
배정대,64166,476,7,0.327,0.118,10.5,24.4,407,79,25,1,50,4,116
최정원,69992,155,1,0.327,0.061,11.0,21.9,131,31,5,0,17,4,34
장진혁,66706,327,9,0.327,0.149,8.9,22.0,289,51,16,0,29,3,72
오영수,68904,34,3,0.326,0.3,5.9,17.6,30,3,0,0,2,1,6
하주석,62700,151,1,0.326,0.102,6.6,21.9,137,29,9,1,10,2,33
박정우,67609,69,0,0.325,0.077,5.8,20.3,65,16,3,1,4,0,14
김민성,77564,86,3,0.325,0.194,11.6,20.9,72,7,5,0,10,3,18
정수빈,79231,610,4,0.325,0.074,11.8,11.8,511,116,20,3,72,9,72
박계범,64468,20,0,0.325,0.067,25.0,35.0,15,2,1,0,5,0,7
박성빈,53305,11,0,0.325,0.111,9.1,18.2,9,1,1,0,1,1,2
오재일,75334,346,11,0.325,0.181,10.4,25.4,299,42,19,1,36,2,88
천재환,67905,236,5,0.323,0.121,5.5,22.0,215,46,9,1,13,4,52
서호철,69995,568,10,0.323,0.107,5.3,17.8,513,114,19,3,30,16,101
박승욱,62802,468,7,0.321,0.104,10.0,25.6,405,79,19,1,47,10,120
박준영,66928,213,7,0.321,0.182,9.9,27.2,187,25,9,2,21,3,58
김상수,79402,422,4,0.32,0.102,8.8,14.0,371,76,18,4,37,6,59
최재훈,78288,349,4,0.319,0.078,9.5,16.6,281,59,10,0,33,21,58
김준태,62558,30,0,0.318,0.08,16.7,20.0,25,4,2,0,5,0,6
천성호,50054,255,1,0.318,0.073,7.1,16.9,234,57,8,3,18,1,43
신본기,62556,152,3,0.317,0.098,10.5,18.4,122,28,3,0,16,3,28
전병우,65586,128,5,0.317,0.18,10.9,32.8,111,15,5,0,14,1,42
최주환,76267,544,13,0.317,0.133,8.6,16.9,482,87,23,1,47,6,92
홍종표,50600,115,0,0.314,0.095,5.2,27.0,105,24,4,3,6,1,31
김기연,66112,284,5,0.313,0.099,7.7,16.5,253,55,10,0,22,2,47
김건희,53312,284,9,0.312,0.16,6.3,28.9,262,43,15,0,18,0,82
이유찬,67207,262,3,0.311,0.087,8.4,19.5,231,51,11,0,22,1,51
박민,50657,30,0,0.311,0.138,3.3,23.3,29,4,4,0,1,0,7
박해민,62415,552,6,0.31,0.096,8.3,18.3,481,100,16,6,46,11,101
손아섭,77532,355,7,0.31,0.111,4.5,18.3,333,72,16,0,16,0,65
이학주,69453,105,2,0.309,0.126,5.7,41.9,95,19,2,2,6,2,44
송민섭,64012,20,0,0.309,0.0,15.0,30.0,14,3,0,0,3,2,6
박지환,54805,248,4,0.307,0.11,4.8,24.2,227,48,9,2,12,3,60
하재훈,69813,317,10,0.307,0.169,5.7,28.4,290,43,19,0,18,2,90
김태군,78122,271,7,0.307,0.119,4.4,8.9,235,48,7,0,12,12,24
고명준,51868,368,11,0.306,0.135,6.8,24.7,342,62,13,0,25,1,91
양찬열,50293,12,0,0.304,0.0,33.3,8.3,8,1,0,0,4,0,1
황재균,76313,537,13,0.303,0.123,6.3,17.7,494,93,22,0,34,2,95
김범석,53144,181,6,0.302,0.135,7.7,27.1,163,29,4,0,14,2,49
류지혁,62234,350,3,0.302,0.069,9.4,20.3,304,65,10,1,33,6,71
심우준,64006,192,3,0.3,0.077,8.9,15.1,169,38,4,0,17,1,29
박세혁,62244,171,1,0.299,0.081,8.2,25.1,148,29,9,0,14,3,43
구본혁,69100,389,2,0.298,0.071,9.8,13.1,339,69,14,2,38,4,51
김성욱,62934,412,17,0.297,0.176,7.5,19.2,358,46,8,2,31,15,79
김규성,66614,15,0,0.295,0.083,13.3,26.7,12,2,1,0,2,0,4
이도윤,65703,374,1,0.294,0.057,7.0,15.0,336,79,10,3,26,3,56
이지영,79456,432,5,0.294,0.07,4.2,8.1,398,94,11,1,18,7,35
안현민,52001,29,1,0.293,0.2,6.9,34.5,25,3,0,1,2,1,10
손성빈,51528,173,6,0.29,0.188,7.5,22.5,154,16,7,2,13,3,39
원성준,54307,125,2,0.289,0.098,8.0,28.8,112,21,5,0,10,0,36
고영우,54344,290,0,0.289,0.063,9.7,24.5,254,51,12,2,28,1,71
이병헌,69428,166,1,0.289,0.048,10.2,28.9,145,31,4,0,17,2,48
박수종,52305,148,0,0.287,0.054,8.8,11.5,129,27,5,1,13,2,17
김형준,68912,415,17,0.287,0.177,10.8,34.9,355,40,12,0,45,2,145
임병욱,64346,92,3,0.285,0.138,4.3,34.8,87,15,3,0,4,0,32
정현승,54815,31,1,0.285,0.103,6.5,19.4,29,6,0,0,2,0,6
김동혁,52504,17,0,0.281,0.133,11.8,29.4,15,2,0,1,2,0,5
변상권,68305,232,5,0.281,0.091,4.7,22.0,219,46,3,1,11,1,51
조대현,68089,45,0,0.28,0.056,6.7,26.7,36,9,2,0,3,0,12
정은원,68743,78,1,0.28,0.125,16.7,20.5,64,6,3,1,13,0,16
이원석,75566,109,0,0.279,0.044,12.8,16.5,91,16,4,0,14,2,18
홍현빈,67005,23,0,0.277,0.105,13.0,30.4,19,3,0,1,3,0,7
김재상,53400,91,2,0.277,0.119,5.5,25.3,84,14,4,0,5,0,23
박시원,50996,159,2,0.277,0.092,8.8,28.9,142,25,5,1,14,0,46
김강민,71837,87,1,0.276,0.039,9.2,24.1,76,16,0,0,8,3,21
조수행,66209,383,0,0.276,0.027,8.6,14.1,329,80,5,2,33,3,54
도태훈,66965,181,0,0.276,0.028,13.3,16.0,145,27,4,0,24,6,29
노진혁,62931,159,2,0.275,0.094,9.4,24.5,139,22,7,0,15,1,39
김성윤,67449,89,0,0.275,0.054,10.1,18.0,74,14,4,0,9,1,16
이원석,68700,154,0,0.275,0.045,10.4,20.8,133,26,4,1,16,2,32
조형우,51865,39,0,0.274,0.0,2.6,17.9,34,8,0,0,1,4,7
신범수,66662,29,0,0.272,0.111,3.4,17.2,27,3,3,0,1,1,5
최항,62884,143,0,0.272,0.038,7.0,22.4,132,29,3,1,10,1,32
김성현,76802,167,1,0.272,0.057,9.6,16.8,141,27,3,1,16,4,28
장재영,51359,139,4,0.271,0.126,12.2,46.0,119,13,3,0,17,3,64
전민재,68205,277,2,0.27,0.052,6.1,19.1,249,54,5,1,17,4,53
한석현,64101,76,0,0.268,0.082,2.6,28.9,73,13,4,1,2,1,22
김민식,62864,126,1,0.268,0.075,12.7,26.2,106,16,5,0,16,0,33
유강남,61102,155,5,0.268,0.132,5.8,16.1,136,18,3,0,9,7,25
양도근,54408,29,0,0.267,0.087,17.2,27.6,23,3,0,1,5,0,8
김병휘,50304,71,1,0.267,0.102,8.5,36.6,59,6,3,0,6,5,26
이진영,66657,103,1,0.266,0.097,7.8,26.2,93,12,6,0,8,2,27
조용호,64868,165,0,0.265,0.034,7.9,15.2,149,32,5,0,13,0,25
김인환,66715,143,1,0.265,0.038,7.0,22.4,131,28,2,0,10,2,32
정준영,53058,74,0,0.263,0.032,10.8,21.6,62,12,2,0,8,1,16
김재성,65132,23,0,0.261,0.05,13.0,21.7,20,3,1,0,3,0,5
이영빈,51100,71,2,0.259,0.127,5.6,28.2,63,10,2,0,4,0,20
이재원,76812,152,1,0.256,0.052,4.6,13.8,134,27,4,0,7,4,21
김재현,62332,326,0,0.256,0.038,4.3,18.7,288,59,11,0,14,10,61
예진원,68330,21,0,0.253,0.053,9.5,38.1,19,3,1,0,2,0,8
김현준,51417,205,0,0.251,0.066,5.4,23.9,183,30,10,1,11,4,49
최상민,68805,13,0,0.251,0.167,0.0,38.5,12,0,2,0,0,1,5
주성원,69332,62,1,0.25,0.073,9.7,29.0,55,9,1,0,6,0,18
한동희,68525,38,0,0.249,0.054,2.6,23.7,37,7,2,0,1,0,9
공민규,68407,17,1,0.249,0.214,5.9,52.9,14,0,0,0,1,2,9
장승현,63202,23,0,0.248,0.1,8.7,21.7,20,2,2,0,2,0,5
권동진,51003,10,0,0.247,0.0,10.0,20.0,9,2,0,0,1,0,2
서예일,66203,20,0,0.247,0.0,10.0,25.0,18,4,0,0,2,0,5
김수윤,67900,10,0,0.247,0.0,10.0,40.0,9,2,0,0,1,0,4
김민석,53554,83,0,0.245,0.066,2.4,24.1,76,12,3,1,2,4,20
유로결,69766,39,0,0.245,0.028,7.7,28.2,36,7,1,0,3,0,11
임종찬,50704,65,0,0.238,0.121,9.2,30.8,58,4,3,2,6,1,20
김인태,63257,26,1,0.237,0.13,7.7,26.9,23,3,0,0,2,0,7
김현종,54166,16,0,0.236,0.067,0.0,25.0,15,2,1,0,0,1,4
이주찬,51560,25,1,0.234,0.167,4.0,36.0,24,2,1,0,1,0,9
오선진,78756,29,0,0.233,0.05,6.9,27.6,20,3,1,0,2,2,8
안치영,67006,48,0,0.233,0.0,4.2,25.0,44,11,0,0,2,0,12
정보근,68518,141,2,0.231,0.06,2.8,22.0,133,27,0,1,4,0,31
김태진,64984,202,0,0.231,0.063,3.5,13.4,189,33,6,3,7,0,27
윤준혁,50092,18,0,0.229,0.118,5.6,33.3,17,1,2,0,1,0,6
허도환,77243,105,0,0.228,0.025,8.6,24.8,80,9,2,0,9,10,26
김태훈,65040,21,0,0.222,0.05,0.0,14.3,20,3,1,0,0,1,3
김주형,69306,25,0,0.221,0.0,4.0,36.0,20,3,0,0,1,3,9
안주형,66406,166,0,0.221,0.014,6.6,23.5,142,29,2,0,11,1,39
김호령,65653,67,1,0.218,0.085,11.9,37.3,59,5,2,0,8,0,25
최경모,69802,50,0,0.217,0.0,16.0,14.0,35,6,0,0,8,0,7
장두성,68507,37,0,0.215,0.0,8.1,24.3,32,5,0,0,3,2,9
김재혁,52424,54,0,0.214,0.082,5.6,35.2,49,6,2,1,3,0,19
이상혁,52704,15,0,0.211,0.0,13.3,33.3,13,2,0,0,2,0,5
강진성,62925,31,0,0.21,0.0,9.7,16.1,27,5,0,0,3,0,5
이재상,54305,89,1,0.21,0.048,2.2,37.1,84,14,1,0,2,2,33
최정용,65464,12,0,0.206,0.0,8.3,33.3,11,2,0,0,1,0,4
박주홍,50357,59,0,0.205,0.041,16.9,28.8,49,3,2,0,10,0,17
장준원,64115,18,0,0.203,0.0,22.2,27.8,14,1,0,0,4,0,5
안익훈,65115,56,0,0.199,0.02,7.1,23.2,49,8,1,0,4,0,13
김대한,69238,89,1,0.196,0.053,9.0,29.2,75,8,1,0,8,2,26
박민석,69056,14,0,0.191,0.0,0.0,50.0,14,3,0,0,0,0,7
신윤후,69508,35,0,0.188,0.0,2.9,22.9,31,5,0,0,1,2,8
이창용,51407,21,0,0.188,0.048,0.0,19.0,21,3,1,0,0,0,4
함창건,50108,17,0,0.186,0.0,11.8,17.6,14,2,0,0,2,0,3
김민수,67504,22,0,0.185,0.0,4.5,18.2,20,3,0,0,1,1,4
김웅빈,65898,38,0,0.185,0.0,10.5,39.5,32,4,0,0,4,1,15
안상현,66864,75,0,0.184,0.014,5.3,18.7,70,11,1,0,4,0,14
임지열,64340,57,1,0.184,0.061,12.3,28.1,49,4,0,0,7,0,16
송찬의,68110,21,0,0.175,0.0,14.3,28.6,15,1,0,0,3,1,6
김동엽,66838,21,0,0.17,0.056,4.8,23.8,18,1,1,0,1,1,5
김동진,51403,42,1,0.163,0.081,7.1,23.8,37,3,0,0,3,0,10
김건형,51005,25,0,0.15,0.042,4.0,32.0,24,2,1,0,1,0,8
이호연,68504,43,0,0.149,0.024,2.3,27.9,41,5,1,0,1,0,12
김태근,69207,27,0,0.146,0.0,0.0,37.0,23,2,0,0,0,3,10
전의산,50820,63,1,0.145,0.053,7.9,23.8,57,4,0,0,5,0,15
최승민,65905,16,0,0.142,0.0,12.5,18.8,13,1,0,0,2,0,3
서동욱,53569,27,0,0.14,0.038,0.0,29.6,26,2,1,0,0,1,8
이승원,53302,41,0,0.13,0.027,4.9,31.7,37,3,1,0,2,0,13
김호진,54460,32,0,0.1,0.0,3.1,34.4,29,2,0,0,1,1,11
강한울,64610,25,0,0.071,0.0,0.0,24.0,21,2,0,0,0,0,6
양우현,69403,15,0,0.046,0.0,6.7,40.0,13,0,0,0,1,0,6
강태율,65514,10,0,0.0,0.0,0.0,40.0,10,0,0,0,0,0,4
