Player,pcode,PA,HR,wOBA,ISO,BB%,K%,AB,1B,2B,3B,BB,HBP,SO
전의산,50820,106,4,0.344,0.188,8.5,30.2,96,16,6,0,9,0,32
권희동,63963,143,3,0.344,0.117,14.7,17.5,120,24,5,0,21,1,25
김성윤,67449,273,2,0.343,0.088,8.8,11.0,238,61,11,2,24,2,30
이주형,50167,120,2,0.341,0.17,8.3,19.2,106,15,10,1,10,3,23
김휘집,51344,127,4,0.341,0.152,10.2,17.3,105,17,4,0,13,8,22
문보경,69102,246,7,0.341,0.134,15.9,18.7,201,38,6,0,39,1,46
강민호,74540,204,6,0.341,0.152,11.3,22.1,178,31,9,0,23,3,45
박동원,79365,280,9,0.34,0.17,13.6,24.3,229,36,12,0,38,4,68
김도환,69442,87,1,0.34,0.1,11.5,23.0,70,15,4,0,10,3,20
히우라,56305,149,6,0.34,0.169,10.1,33.6,130,23,4,0,15,3,50
오장한,51991,40,1,0.339,0.125,0.0,37.5,40,10,2,0,0,0,15
오선우,69636,75,3,0.338,0.209,9.3,26.7,67,8,5,0,7,1,20
서건창,78168,237,1,0.337,0.08,11.0,9.3,200,47,7,3,26,6,22
신윤후,69508,32,2,0.337,0.267,6.2,31.2,30,3,2,0,2,0,10
김지찬,50458,335,0,0.334,0.036,13.1,6.9,277,77,6,2,44,3,23
강승호,63123,176,6,0.334,0.194,5.1,25.0,155,23,12,0,9,6,44
김현수,76290,380,6,0.333,0.116,8.2,11.1,346,72,22,0,31,1,42
안상현,66864,126,1,0.332,0.075,11.1,20.6,107,25,5,0,14,2,26
양의지,76232,339,11,0.331,0.157,8.0,11.2,287,49,12,0,27,16,38
최인호,50707,57,1,0.329,0.125,10.5,12.3,48,9,3,0,6,1,7
김형준,68912,239,10,0.328,0.178,8.8,30.5,208,36,5,1,21,4,73
홍창기,66108,341,0,0.328,0.055,15.5,22.6,274,57,11,2,53,10,77
김호령,65653,376,11,0.327,0.171,5.6,26.3,340,59,23,1,21,3,99
조대현,68089,20,1,0.326,0.222,10.0,25.0,18,2,1,0,2,0,5
안재석,51203,225,4,0.326,0.149,8.0,18.7,202,33,14,2,18,3,42
김건희,53312,273,6,0.326,0.125,9.9,26.4,240,47,12,0,27,1,72
천재환,67905,138,3,0.326,0.149,5.8,17.4,121,23,7,1,8,3,24
박해민,62415,351,4,0.324,0.088,8.0,12.8,296,70,14,0,28,8,45
이형종,78135,142,4,0.324,0.143,12.7,27.5,119,18,5,0,18,4,39
유강남,61102,116,6,0.324,0.209,3.4,24.1,110,17,5,0,4,1,28
김상수,79402,305,0,0.323,0.04,12.1,11.5,253,64,8,1,37,6,35
박찬호,64646,377,4,0.322,0.103,9.5,13.3,329,68,18,2,36,2,50
김재환,78224,308,13,0.322,0.174,14.9,28.6,258,34,6,0,46,3,88
류현인,53036,138,0,0.322,0.072,8.7,18.8,125,27,9,0,12,1,26
고승민,69517,243,6,0.321,0.14,7.4,18.1,222,43,9,2,18,0,44
정수빈,79231,348,6,0.321,0.116,10.1,14.4,302,61,9,4,35,4,50
윤준호,53296,129,4,0.321,0.148,7.8,21.7,108,22,4,0,10,2,28
김민혁,64004,253,1,0.32,0.035,6.7,14.2,227,65,5,0,17,4,36
문성주,68119,204,1,0.319,0.072,8.8,12.3,180,41,10,0,18,2,25
김한별,50902,115,0,0.319,0.065,13.0,18.3,93,17,6,0,15,5,21
박재현,55636,335,8,0.318,0.133,6.0,18.8,308,64,11,3,20,0,63
황영묵,54795,102,0,0.318,0.084,12.7,16.7,83,15,5,1,13,3,17
전병우,65586,291,5,0.317,0.121,11.0,26.5,240,34,14,0,32,16,77
김동혁,52504,15,0,0.316,0.0,20.0,20.0,11,3,0,0,3,0,3
추재현,68362,90,2,0.315,0.098,7.8,14.4,82,18,2,0,7,1,13
전민재,68205,309,8,0.314,0.128,5.8,21.0,281,55,12,0,18,5,65
임병욱,64346,183,6,0.313,0.181,5.5,33.3,166,22,12,0,10,4,61
변우혁,69727,57,3,0.313,0.208,5.3,22.8,53,7,2,0,3,1,13
신재인,56909,103,3,0.311,0.151,16.5,16.5,86,10,4,0,17,0,17
심우준,64006,275,3,0.31,0.079,9.8,17.1,239,51,10,0,27,3,47
오윤석,64504,148,1,0.309,0.067,7.4,23.6,135,32,6,0,11,0,35
오명진,50208,126,2,0.309,0.13,11.9,18.3,108,17,6,1,15,0,23
오태곤,60558,224,10,0.308,0.181,7.1,28.1,204,30,7,0,16,2,63
홍대인,55897,37,0,0.308,0.121,10.8,16.2,33,4,4,0,4,0,6
천성호,50054,231,1,0.308,0.094,6.1,14.7,212,41,15,1,14,3,34
오지환,79109,287,6,0.307,0.114,10.1,20.2,245,45,10,0,29,4,58
황성빈,50500,270,0,0.307,0.074,7.0,16.3,244,58,6,6,19,1,44
최지훈,50854,358,10,0.306,0.18,6.1,14.0,327,45,17,6,22,3,50
노진혁,62931,182,5,0.305,0.159,10.4,18.1,157,20,10,0,19,2,33
류승민,53404,80,0,0.305,0.059,11.2,21.2,68,15,2,1,9,1,17
안중열,64022,98,1,0.304,0.108,9.2,21.4,83,14,6,0,9,2,21
김웅빈,65898,156,3,0.304,0.115,9.0,23.1,139,24,5,1,14,3,36
손호영,50150,176,4,0.304,0.139,7.4,17.6,158,24,10,0,13,3,31
채은성,79192,127,2,0.302,0.098,7.1,17.3,112,21,5,0,9,4,22
박주홍,50357,172,2,0.302,0.096,12.8,27.9,146,23,6,1,22,4,48
김동헌,53344,62,1,0.302,0.158,4.8,22.6,57,7,6,0,3,1,14
심재훈,55438,37,0,0.302,0.03,8.1,18.9,33,8,1,0,3,1,7
김세민,52514,40,1,0.301,0.182,12.5,17.5,33,3,3,0,5,0,7
한태양,52568,125,0,0.3,0.063,9.6,20.8,111,23,5,1,12,1,26
최정원,69992,151,0,0.299,0.039,6.6,17.2,129,32,3,1,10,6,26
김선빈,78603,331,1,0.299,0.06,13.0,10.3,283,53,14,0,43,3,34
최윤석,55894,12,0,0.297,0.1,8.3,16.7,10,1,1,0,1,1,2
이원석,68700,169,1,0.297,0.078,6.5,16.6,153,34,5,2,11,1,28
박찬혁,52348,153,3,0.296,0.104,7.8,26.8,134,25,5,0,12,3,41
정준재,54812,347,1,0.296,0.078,8.4,14.1,296,64,8,6,29,5,49
조수행,66209,84,0,0.295,0.058,9.5,8.3,69,17,2,1,8,0,7
배정대,64166,103,0,0.295,0.116,4.9,26.2,95,15,7,2,5,2,27
이주헌,52154,88,4,0.294,0.159,2.3,28.4,82,15,1,0,2,2,25
한석현,64101,137,2,0.293,0.074,5.1,17.5,122,29,3,0,7,2,24
최주환,76267,295,4,0.293,0.091,11.9,13.6,254,45,9,1,35,1,40
나승엽,51551,188,5,0.292,0.132,9.6,16.5,167,26,7,0,18,0,31
김태군,78122,121,2,0.292,0.102,5.8,14.9,108,20,5,0,7,3,18
채현우,69804,47,1,0.292,0.136,2.1,25.5,44,8,3,0,1,0,12
이재원,68106,84,2,0.291,0.153,9.5,34.5,72,7,5,0,8,3,29
이도윤,65703,258,1,0.29,0.08,4.7,15.1,238,50,12,2,12,2,39
김민규,56637,34,0,0.289,0.091,2.9,35.3,33,6,3,0,1,0,12
김인태,63257,56,1,0.289,0.122,7.1,30.4,49,6,3,0,4,3,17
박승욱,62802,129,1,0.287,0.084,5.4,27.9,119,24,5,1,7,1,36
김헌곤,61404,82,0,0.286,0.039,4.9,14.6,77,20,1,1,4,0,12
서호철,69995,150,2,0.285,0.086,10.7,19.3,128,23,5,0,16,1,29
박지훈,50204,226,0,0.282,0.042,9.7,14.2,191,42,4,2,22,4,32
오영수,68904,60,2,0.282,0.115,10.0,28.3,52,8,0,0,6,2,17
손아섭,77532,154,1,0.282,0.043,8.4,17.5,138,32,3,0,13,0,27
박시원,50996,77,1,0.281,0.106,10.4,26.0,66,10,4,0,8,0,20
양현종,55370,49,2,0.281,0.186,10.2,40.8,43,4,2,0,5,0,20
이진영,66657,98,2,0.281,0.094,10.2,31.6,85,14,2,0,10,2,31
이창진,64560,12,0,0.28,0.0,8.3,25.0,11,3,0,0,1,0,3
신민재,65207,285,0,0.28,0.012,11.2,13.0,244,59,3,0,32,2,37
구본혁,69100,232,0,0.279,0.015,8.2,11.6,199,52,3,0,19,2,27
브룩스,56322,181,0,0.278,0.051,11.6,14.9,156,28,8,0,21,1,27
장두성,68507,180,0,0.277,0.036,5.0,21.7,166,40,4,1,9,2,39
손성빈,51528,220,2,0.275,0.092,6.8,17.3,196,32,12,0,15,3,38
하주석,62700,97,0,0.274,0.023,7.2,22.7,86,20,2,0,7,2,22
김규성,66614,167,0,0.271,0.069,9.0,20.4,145,27,6,2,15,0,34
송지후,54394,35,0,0.269,0.033,8.6,22.9,30,6,1,0,3,1,8
김재상,53400,16,0,0.266,0.0,6.2,25.0,14,4,0,0,1,0,4
조세진,52516,26,1,0.265,0.208,7.7,30.8,24,2,0,1,2,0,8
데일,56632,148,1,0.265,0.054,8.8,10.8,130,26,4,0,13,0,16
도태훈,66965,83,0,0.264,0.045,13.3,21.7,66,7,3,0,11,6,18
이해승,69416,22,2,0.263,0.3,4.5,31.8,20,1,0,0,1,0,7
임지열,64340,94,1,0.261,0.062,11.7,24.5,80,13,2,0,11,1,23
최재훈,78288,112,2,0.261,0.076,8.0,19.6,92,14,1,0,9,7,22
전준우,78513,203,2,0.26,0.064,6.4,15.3,188,36,6,0,13,0,31
김영웅,52430,75,3,0.26,0.164,2.7,37.3,73,9,3,0,2,0,28
정현창,55926,60,1,0.26,0.111,5.0,38.3,54,8,1,1,3,2,23
김태진,64984,19,0,0.26,0.0,10.5,21.1,17,4,0,0,2,0,4
조형우,51865,220,3,0.259,0.107,5.5,20.0,197,28,12,0,12,3,44
한승택,63722,208,2,0.257,0.076,9.1,23.6,172,29,7,0,19,2,49
이유찬,67207,116,1,0.256,0.078,6.0,27.6,103,17,3,1,7,3,32
신범수,66662,18,1,0.254,0.176,5.6,33.3,17,2,0,0,1,0,6
류효승,50868,18,1,0.254,0.176,5.6,16.7,17,2,0,0,1,0,3
이영빈,51100,84,1,0.253,0.066,7.1,26.2,76,14,2,0,6,0,22
오재원,56754,141,0,0.252,0.04,9.9,13.5,124,23,3,1,14,0,19
유민,52765,29,0,0.251,0.0,6.9,41.4,25,5,0,0,2,2,12
김민성,77564,45,1,0.25,0.1,11.1,13.3,40,5,1,0,5,0,6
주효상,66354,17,0,0.25,0.0,5.9,23.5,16,4,0,0,1,0,4
박민,50657,195,3,0.248,0.094,7.7,15.9,171,25,5,1,15,2,31
박수종,52305,59,0,0.247,0.04,8.5,16.9,50,8,2,0,5,2,10
양석환,64153,124,1,0.247,0.065,8.9,27.4,107,17,4,0,11,1,34
한유섬,62895,116,0,0.246,0.011,15.5,25.9,95,15,1,0,18,2,30
최항,62884,13,0,0.245,0.0,7.7,30.8,11,2,0,0,1,1,4
양우현,69403,102,1,0.244,0.083,11.8,22.5,84,9,4,0,12,2,23
어준서,55392,92,0,0.243,0.012,4.3,22.8,84,19,1,0,4,2,21
김지석,56326,56,1,0.241,0.082,1.8,14.3,49,9,1,0,1,2,8
장준원,64115,63,2,0.24,0.132,7.9,23.8,53,7,1,0,5,0,15
이성규,66409,21,0,0.24,0.0,28.6,33.3,13,1,0,0,6,0,7
김기연,66112,45,0,0.238,0.024,2.2,11.1,41,9,1,0,1,1,5
강현우,50066,23,0,0.236,0.0,17.4,26.1,19,3,0,0,4,0,6
이정범,67807,13,0,0.235,0.077,0.0,30.8,13,2,1,0,0,0,4
원성준,54307,24,0,0.235,0.0,12.5,20.8,20,4,0,0,3,0,5
윤도현,52667,59,2,0.23,0.107,3.4,37.3,56,9,0,0,2,0,22
주성원,69332,20,0,0.229,0.0,15.0,30.0,16,2,0,0,3,1,6
오선진,78756,77,0,0.228,0.029,6.5,18.2,68,13,2,0,5,0,14
박세혁,62244,54,0,0.223,0.02,7.4,24.1,50,9,1,0,4,0,13
김상준,55425,58,0,0.218,0.02,5.2,24.1,51,8,1,0,3,3,14
임종성,54236,18,1,0.216,0.167,0.0,33.3,18,2,0,0,0,0,6
최원영,52103,20,0,0.216,0.111,0.0,20.0,18,2,2,0,0,0,4
고종욱,61353,26,0,0.21,0.0,11.5,19.2,21,3,0,0,3,1,5
박계범,64468,38,1,0.209,0.083,5.3,36.8,36,5,0,0,2,0,14
이지영,79456,78,0,0.205,0.044,7.7,7.7,68,9,3,0,6,0,6
이강민,56006,174,0,0.204,0.012,4.6,25.3,162,30,2,0,8,1,44
이호연,68504,19,0,0.204,0.0,10.5,36.8,16,2,0,0,2,1,7
김민식,62864,32,0,0.2,0.032,3.1,15.6,31,5,1,0,1,0,5
권혁빈,55371,141,0,0.192,0.023,4.3,24.8,129,19,3,0,6,3,35
전태현,55397,16,0,0.191,0.062,0.0,31.2,16,2,1,0,0,0,5
이호준,54598,55,0,0.185,0.022,16.4,30.9,46,3,1,0,9,0,17
박한결,56304,56,0,0.183,0.02,7.1,23.2,51,7,1,0,4,0,13
장진혁,66706,26,0,0.182,0.0,11.5,38.5,23,3,0,0,3,0,10
함수호,55440,24,0,0.16,0.0,12.5,29.2,21,2,0,0,3,0,7
최재영,56338,28,0,0.158,0.04,7.1,39.3,25,2,1,0,2,0,11
김정민,53865,10,0,0.158,0.0,10.0,30.0,9,1,0,0,1,0,3
박채울,54303,12,0,0.148,0.0,0.0,33.3,11,2,0,0,0,0,4
홍성호,66233,12,0,0.148,0.0,0.0,50.0,12,2,0,0,0,0,6
김현종,54166,12,0,0.148,0.0,0.0,33.3,12,2,0,0,0,0,4
장승현,63202,27,0,0.144,0.0,7.4,33.3,22,2,0,0,2,1,9
박성빈,53305,24,0,0.141,0.0,0.0,33.3,23,3,0,0,0,1,8
김재현,62332,12,0,0.134,0.0,0.0,50.0,11,1,0,0,0,1,6
오태양,51996,16,0,0.129,0.0,18.8,37.5,12,0,0,0,3,0,6
김민준,53893,10,0,0.089,0.0,0.0,30.0,10,1,0,0,0,0,3
홍현빈,67005,11,0,0.081,0.0,0.0,36.4,11,1,0,0,0,0,4
염승원,55339,14,0,0.064,0.0,0.0,35.7,13,1,0,0,0,0,5
