Player,pcode,IP,Outs,H,HR,BB,HBP,SO,FIP,K/9,BB/9
이대은,67008,29.0,87,36,4,13,5,15,5.82,4.66,4.03
조병욱,67045,27.1,82,39,4,13,1,11,5.83,3.62,4.28
이상규,65117,30.2,92,45,4,21,1,18,5.87,5.28,6.16
박승주,66305,3.1,10,10,0,5,0,3,5.9,8.1,13.5
김민,68043,42.2,128,46,6,29,5,32,5.92,6.75,6.12
문광은,60845,4.0,12,7,1,2,0,4,5.95,9.0,4.5
배재환,64995,42.2,128,38,4,35,9,33,5.97,6.96,7.38
황영국,64760,19.0,57,29,3,14,2,17,5.99,8.05,6.63
심창민,61411,20.1,61,18,3,18,2,21,6.0,9.3,7.97
이상화,77563,15.0,45,11,2,10,0,7,6.0,4.2,6.0
김이환,69745,64.0,192,75,9,44,4,41,6.0,5.77,6.19
이원준,67863,18.2,56,28,3,16,0,17,6.04,8.2,7.71
김주한,66859,46.0,138,60,7,20,8,22,6.05,4.3,3.91
서동민,64896,8.1,25,10,2,4,0,7,6.08,7.56,4.32
오주원,74359,18.0,54,22,6,0,0,13,6.09,6.5,0.0
김대현,66145,32.1,97,37,6,23,1,28,6.11,7.79,6.4
이용찬,77211,26.2,80,41,7,6,0,15,6.16,5.06,2.02
김지용,60181,3.2,11,5,1,2,0,4,6.2,9.82,4.91
김정빈,63894,46.2,140,37,5,45,8,42,6.2,8.1,8.68
박주홍,68703,25.0,75,30,5,16,0,19,6.2,6.84,5.76
신민혁,68902,41.2,125,57,10,13,3,26,6.22,5.62,2.81
김현수,69516,32.2,98,41,3,31,2,19,6.26,5.23,8.54
김현준,66630,14.1,43,20,2,13,1,12,6.27,7.53,8.16
박시영,60559,30.1,91,32,5,23,1,21,6.33,6.23,6.82
장현식,63950,40.0,120,64,8,22,3,26,6.38,5.85,4.95
여건욱,79825,27.2,83,36,8,4,3,18,6.42,5.86,1.3
김재열,64580,17.2,53,23,3,12,3,13,6.48,6.62,6.11
김기탁,67711,6.2,20,13,1,5,0,3,6.5,4.05,6.75
류진욱,65949,3.0,9,4,1,1,0,3,6.53,9.0,3.0
김진욱,68701,43.2,131,50,9,25,5,29,6.61,5.98,5.15
소이현,67962,12.1,37,8,1,14,1,8,6.61,5.84,10.22
조영건,69360,44.0,132,47,8,27,4,23,6.63,4.7,5.52
손동현,69041,20.2,62,21,5,10,0,12,6.64,5.23,4.35
이승민,50464,25.2,77,34,5,19,0,16,6.71,5.61,6.66
이현호,61214,15.2,47,18,4,10,1,15,6.71,8.62,5.74
김주온,65411,30.2,92,46,5,22,5,18,6.79,5.28,6.46
문동욱,64554,18.0,54,12,2,17,2,9,6.81,4.5,8.5
이형범,62951,25.2,77,30,5,16,2,13,6.82,4.56,5.61
최세창,50298,3.0,9,5,1,0,0,1,6.87,3.0,0.0
김택형,65343,22.0,66,26,5,20,0,22,6.88,9.0,8.18
정영일,62056,23.1,70,31,6,11,3,17,6.89,6.56,4.24
이호중,65937,4.1,13,7,1,2,1,3,6.89,6.23,4.15
임규빈,65398,37.1,112,46,11,10,2,20,6.92,4.82,2.41
양승철,69646,28.2,86,41,4,24,3,13,6.93,4.08,7.53
강동호,67591,11.0,33,13,3,6,0,8,6.93,6.55,4.91
고효준,72523,15.2,47,14,3,11,3,11,6.97,6.32,6.32
최성영,66920,60.1,181,67,13,35,3,27,7.0,4.03,5.22
홍성무,65042,15.0,45,21,3,13,1,12,7.0,7.2,7.8
장지훈,67443,28.0,84,39,7,21,3,24,7.31,7.71,6.75
배민서,69974,13.1,40,17,4,7,0,9,7.33,6.07,4.72
정인욱,79440,5.1,16,5,1,4,1,3,7.33,5.06,6.75
황인준,65618,4.0,12,6,1,2,0,1,7.45,2.25,4.5
이상민,63960,14.1,43,17,4,11,1,13,7.53,8.16,6.91
이교훈,69205,4.1,13,6,1,4,0,3,7.58,6.23,8.31
신재웅,75138,19.1,58,26,5,14,0,11,7.6,5.12,6.52
조제영,50296,5.2,17,6,1,7,1,6,7.61,9.53,11.12
백승건,69839,29.2,89,37,7,31,2,28,7.72,8.49,9.4
장원준,74513,5.2,17,9,1,6,0,2,7.96,3.18,9.53
최영환,64718,10.0,30,19,4,3,1,7,8.2,6.3,2.7
이주엽,50262,3.1,10,3,0,7,0,2,8.3,5.4,18.9
김명찬,65696,9.0,27,13,2,12,2,11,8.31,11.0,12.0
이강준,50036,5.2,17,9,1,5,3,3,8.67,4.76,7.94
오동욱,69703,10.0,30,22,3,7,2,5,8.8,4.5,6.3
윤호솔,63961,6.0,18,8,2,6,0,4,9.2,6.0,9.0
서덕원,66663,12.1,37,14,5,4,3,6,9.2,4.38,2.92
문대원,67259,5.1,16,12,2,2,0,0,9.2,0.0,3.38
김정후,61962,3.0,9,7,1,4,0,3,9.53,9.0,12.0
신재영,62937,5.1,16,13,2,4,0,1,9.95,1.69,6.75
이우찬,61145,4.2,14,9,1,7,2,4,10.06,7.71,13.5
이찬혁,67164,3.1,10,4,1,3,1,1,10.1,2.7,8.1
김진호,67954,10.1,31,14,5,8,1,7,10.75,6.1,6.97
박진태,67646,18.2,56,32,9,16,4,14,11.18,6.75,7.71
류원석,63103,4.2,14,8,1,11,4,5,13.49,9.64,21.21
