Player,pcode,PA,HR,wOBA,ISO,BB%,K%,AB,1B,2B,3B,BB,HBP,SO
안주형,66406,10,0,0.305,0.1,0.0,0.0,10,2,1,0,0,0,0
지석훈,73306,305,6,0.304,0.126,7.2,21.0,269,42,16,0,22,10,64
정범모,76720,50,1,0.304,0.116,10.0,26.0,43,8,2,0,5,0,13
조수행,66209,52,0,0.304,0.043,7.7,19.2,47,11,2,0,4,1,10
손주인,72456,334,5,0.304,0.095,6.0,9.9,294,64,13,0,20,5,33
전민수,78361,145,1,0.303,0.085,7.6,15.9,130,27,8,0,11,0,23
유민상,62265,33,1,0.301,0.133,6.1,24.2,30,5,1,0,2,1,8
강한울,64610,448,0,0.301,0.036,5.8,11.2,412,113,9,3,26,0,50
김지성,62007,49,2,0.301,0.191,2.0,28.6,47,6,3,0,1,1,14
백승현,65109,30,0,0.3,0.043,16.7,20.0,23,4,1,0,5,1,6
김성현,76802,429,4,0.299,0.068,7.9,6.3,381,85,14,0,34,4,27
권정웅,65412,112,6,0.298,0.212,7.1,25.9,99,12,3,0,8,1,29
이대수,72860,124,0,0.297,0.067,8.1,16.1,105,23,5,1,10,2,20
허도환,77243,49,1,0.297,0.15,8.2,20.4,40,5,3,0,4,2,10
허경민,79240,422,3,0.295,0.089,6.9,10.7,369,69,22,1,29,10,45
류지혁,62234,330,3,0.295,0.101,6.4,15.2,297,57,13,4,21,4,50
김용의,78217,190,0,0.295,0.061,10.0,22.6,165,36,6,2,19,0,43
김웅빈,65898,142,3,0.294,0.126,4.2,21.1,135,23,8,0,6,1,30
이용규,74163,200,0,0.294,0.056,8.5,9.5,179,38,8,1,17,2,19
김태군,78122,421,3,0.293,0.077,3.8,9.0,363,74,19,0,16,22,38
김정혁,61463,91,0,0.292,0.06,4.4,16.5,84,18,5,0,4,2,15
최재훈,78288,309,1,0.292,0.048,8.4,10.4,269,58,10,0,26,8,32
나경민,66508,129,1,0.291,0.103,5.4,27.1,117,22,5,2,7,2,35
채은성,79192,372,2,0.29,0.072,4.6,16.1,333,72,12,3,17,11,60
박정음,62353,162,2,0.29,0.086,5.6,22.2,140,27,4,1,9,8,36
임병욱,64346,46,1,0.29,0.143,6.5,28.3,42,6,3,0,3,0,13
이재원,76812,350,9,0.289,0.134,4.6,14.6,314,52,15,0,16,8,51
서상우,62164,17,1,0.288,0.231,17.6,41.2,13,0,0,0,3,1,7
정상호,71842,150,3,0.288,0.088,2.7,18.7,137,30,3,0,4,5,28
하준호,78517,226,3,0.288,0.112,9.3,22.6,196,29,11,1,21,4,51
김상수,79402,154,3,0.288,0.111,3.2,14.9,144,28,7,0,5,1,23
김강민,71837,203,5,0.287,0.12,7.4,23.2,183,29,5,1,15,5,47
김규민,62356,23,0,0.287,0.095,4.3,26.1,21,4,0,1,1,1,6
문규현,72546,337,6,0.284,0.122,3.0,11.0,304,59,15,2,10,2,37
이성우,71184,125,1,0.284,0.072,4.8,12.0,111,25,5,0,6,1,15
국해성,79290,96,3,0.282,0.14,5.2,22.9,86,12,3,0,5,4,22
김동한,61204,205,3,0.282,0.157,6.8,10.2,178,20,19,0,14,0,21
임익준,77464,47,0,0.281,0.028,14.9,14.9,36,8,1,0,7,0,7
강승호,63123,268,5,0.28,0.133,2.6,22.8,248,41,14,2,7,3,61
임훈,74823,85,0,0.28,0.012,2.4,17.6,82,23,1,0,2,1,15
채상현,66302,12,0,0.28,0.0,8.3,25.0,10,3,0,0,1,0,3
김준완,63920,144,0,0.279,0.032,10.4,18.1,124,28,2,1,15,1,26
신종길,72559,90,1,0.279,0.12,3.3,13.3,83,13,5,1,3,2,12
이대형,73153,366,0,0.278,0.042,6.6,12.8,337,79,8,3,24,0,47
신본기,62556,381,5,0.277,0.08,6.6,17.8,325,61,11,0,25,13,68
김상호,62559,114,0,0.275,0.05,9.6,14.9,101,19,3,1,11,2,17
모넬,67024,105,2,0.275,0.118,16.2,23.8,85,8,4,0,17,1,25
서예일,66203,25,0,0.272,0.087,4.0,20.0,23,4,2,0,1,0,5
장민석,71347,327,1,0.272,0.04,4.6,15.6,299,73,9,0,15,0,51
차일목,73602,112,1,0.271,0.065,11.6,16.1,92,15,3,0,13,3,18
최민창,65157,34,0,0.27,0.0,8.8,20.6,30,8,0,0,3,0,7
박기혁,70553,264,2,0.269,0.085,6.1,18.9,236,42,12,1,16,2,50
박승욱,62802,184,3,0.264,0.101,8.7,27.7,158,24,3,2,16,4,51
최원제,77466,18,0,0.261,0.167,0.0,27.8,18,1,3,0,0,0,5
이지영,79456,336,0,0.258,0.046,6.0,11.0,302,60,10,2,20,5,37
오준혁,61743,13,0,0.258,0.0,7.7,23.1,12,3,0,0,1,0,3
정경운,66716,121,1,0.258,0.066,7.4,19.0,106,21,2,1,9,0,23
한승택,63722,91,0,0.256,0.048,6.6,25.3,83,16,2,1,6,1,23
김민식,62864,393,4,0.256,0.071,6.6,13.0,352,63,9,2,26,5,51
최재원,63913,159,1,0.255,0.063,5.0,19.5,142,27,4,1,8,3,31
강경학,61700,93,0,0.255,0.048,8.6,19.4,84,15,2,1,8,1,18
박광열,64944,66,1,0.252,0.19,3.0,24.2,63,3,7,1,2,0,16
정병곤,61104,83,2,0.251,0.08,4.8,22.9,75,14,0,0,4,2,19
김성윤,67449,14,1,0.249,0.25,14.3,35.7,12,0,0,0,2,0,5
주효상,66354,129,1,0.242,0.068,7.0,35.7,118,17,5,0,9,2,46
김혜성,67304,17,0,0.242,0.125,5.9,35.3,16,1,2,0,1,0,6
도태훈,66965,51,1,0.242,0.085,7.8,13.7,47,7,1,0,4,0,7
김인태,63257,44,2,0.241,0.163,2.3,25.0,43,5,1,0,1,0,11
이병규,76100,48,0,0.24,0.045,8.3,27.1,44,8,0,1,4,0,13
백용환,78643,20,0,0.237,0.0,15.0,15.0,17,3,0,0,3,0,3
조영훈,75441,46,1,0.234,0.125,10.9,23.9,40,3,2,0,5,0,11
황윤호,62908,17,0,0.231,0.133,5.9,17.6,15,1,0,1,1,1,3
고장혁,63636,40,0,0.229,0.079,0.0,20.0,38,6,3,0,0,0,8
대니돈,66306,57,1,0.229,0.1,12.3,26.3,50,4,2,0,7,0,15
김대우,78536,22,0,0.228,0.1,4.5,40.9,20,2,2,0,1,0,9
이양기,73725,48,0,0.222,0.023,4.2,18.8,44,9,1,0,2,0,9
나원탁,67454,22,0,0.22,0.045,0.0,40.9,22,4,1,0,0,0,9
조윤준,62147,43,0,0.218,0.0,4.7,14.0,38,9,0,0,2,0,6
강상원,66710,14,0,0.218,0.071,0.0,35.7,14,2,1,0,0,0,5
유재신,76368,20,0,0.212,0.0,5.0,25.0,18,4,0,0,1,0,5
윤병호,62016,58,0,0.212,0.055,3.4,13.8,55,8,3,0,2,0,8
김주형,74605,116,0,0.208,0.047,6.9,10.3,106,13,5,0,8,1,12
김사훈,61591,89,0,0.207,0.039,6.7,22.5,76,11,3,0,6,1,20
이동훈,66702,145,0,0.207,0.0,3.4,7.6,131,29,0,0,5,1,11
워스,67827,11,0,0.206,0.0,18.2,9.1,9,1,0,0,2,0,1
김민혁,65269,21,0,0.206,0.095,0.0,23.8,21,2,2,0,0,0,5
신성현,64086,72,1,0.203,0.104,2.8,25.0,67,7,2,1,2,1,18
안치영,67006,22,0,0.203,0.056,4.5,27.3,18,2,1,0,1,1,6
김사연,78753,52,0,0.203,0.039,0.0,19.2,51,9,2,0,0,0,10
김재현,62332,92,2,0.2,0.091,3.3,28.3,88,10,2,0,3,1,26
황목치승,63077,34,0,0.199,0.0,2.9,17.6,29,6,0,0,1,1,6
김지수,79300,40,1,0.198,0.086,5.0,20.0,35,5,0,0,2,0,8
이현동,62499,16,0,0.191,0.062,0.0,43.8,16,2,1,0,0,0,7
최윤석,60805,33,0,0.189,0.0,0.0,12.1,32,7,0,0,0,0,4
이재율,66968,27,0,0.185,0.0,0.0,29.6,24,4,0,0,0,2,8
김대륙,65513,58,0,0.184,0.038,3.4,27.6,53,6,2,0,2,2,16
김민수,67504,41,0,0.173,0.026,4.9,41.5,38,5,1,0,2,0,17
김종민,79364,24,0,0.169,0.0,8.3,8.3,22,3,0,0,2,0,2
김연훈,77609,26,0,0.166,0.083,0.0,11.5,24,2,2,0,0,0,3
나성용,61742,11,0,0.162,0.0,0.0,54.5,11,2,0,0,0,0,6
이성규,66409,20,0,0.16,0.0,5.0,45.0,17,2,0,0,1,1,9
백상원,60456,51,0,0.145,0.0,5.9,21.6,46,6,0,0,3,0,11
김태연,66704,22,1,0.127,0.143,4.5,36.4,21,0,0,0,1,0,8
조인성,98144,29,0,0.123,0.0,0.0,27.6,29,4,0,0,0,0,8
신진호,67944,12,0,0.106,0.083,0.0,33.3,12,0,1,0,0,0,4
박준혁,64724,10,0,0.089,0.0,0.0,30.0,10,1,0,0,0,0,3
우동균,78454,13,0,0.053,0.0,7.7,23.1,12,0,0,0,1,0,3
정현석,78745,12,0,0.0,0.0,0.0,33.3,12,0,0,0,0,0,4
