Player,pcode,PA,HR,wOBA,ISO,BB%,K%,AB,1B,2B,3B,BB,HBP,SO
권희동,63963,281,5,0.299,0.092,11.0,15.7,239,43,5,1,31,8,44
오영수,68904,259,6,0.299,0.121,8.5,22.4,231,39,10,0,22,3,58
김태연,66704,464,7,0.298,0.097,10.3,22.8,404,72,18,0,48,5,106
송성문,65357,601,13,0.297,0.124,7.5,10.8,547,97,21,4,45,1,65
가르시아,52125,157,4,0.297,0.146,12.1,25.5,137,17,6,1,19,1,40
권광민,52769,87,0,0.297,0.07,14.9,34.5,71,12,3,1,13,1,30
임지열,64340,148,1,0.296,0.069,6.8,29.1,131,29,6,0,10,2,43
김도영,52605,254,3,0.296,0.125,8.7,24.4,224,35,11,4,22,3,62
최준우,68868,16,0,0.296,0.0,18.8,18.8,12,3,0,0,3,0,3
최재훈,78288,437,5,0.295,0.08,10.1,14.9,364,62,14,0,44,21,65
오윤석,64504,338,6,0.295,0.108,10.1,20.4,287,48,13,0,34,6,69
김호령,65653,88,1,0.294,0.078,8.0,25.0,77,18,1,1,7,0,22
정수빈,79231,455,3,0.291,0.072,8.6,12.3,405,86,12,4,39,1,56
크론,52827,259,11,0.291,0.198,3.5,26.3,243,29,13,1,9,3,68
문상철,64007,53,2,0.291,0.18,5.7,32.1,50,6,3,0,3,0,17
최주환,76267,333,9,0.29,0.151,8.7,16.5,298,38,14,2,29,4,55
김민혁,64004,436,0,0.29,0.037,8.5,14.2,375,94,10,2,37,2,62
하주석,62700,483,5,0.29,0.083,6.4,26.1,445,90,18,2,31,3,126
이명기,76849,341,0,0.289,0.057,8.8,16.4,300,63,13,2,30,3,56
김웅빈,65898,135,1,0.288,0.087,9.6,28.1,115,19,5,1,13,4,38
장운호,63700,146,1,0.288,0.049,11.6,16.4,122,25,3,0,17,3,24
박주홍,50357,57,0,0.288,0.061,14.0,31.6,49,9,1,1,8,0,18
최승민,65905,34,0,0.288,0.0,0.0,20.6,34,11,0,0,0,0,7
오선진,78756,306,3,0.285,0.063,5.9,16.7,268,63,8,0,18,3,51
노수광,63704,361,4,0.285,0.133,8.9,29.6,315,44,18,6,32,1,107
박준영,66928,240,4,0.283,0.106,11.2,22.5,208,32,8,1,27,1,54
박세혁,62244,402,3,0.283,0.068,8.2,17.7,351,70,13,1,33,6,71
김재혁,52424,39,0,0.282,0.03,10.3,23.1,33,7,1,0,4,1,9
추재현,68362,66,0,0.282,0.069,10.6,25.8,58,9,4,0,7,1,17
박찬혁,52348,175,6,0.281,0.143,5.1,38.3,161,23,5,0,9,5,67
최경모,69802,75,0,0.28,0.027,1.3,24.0,73,20,2,0,1,0,18
김주형,69306,130,1,0.279,0.109,3.1,22.3,110,13,7,1,4,13,29
송승환,69203,28,1,0.279,0.143,0.0,25.0,28,5,1,0,0,0,7
이지영,79456,450,2,0.278,0.064,4.4,9.8,420,93,13,4,20,2,44
김준완,63920,398,1,0.278,0.054,16.1,17.8,317,48,10,2,64,8,71
정훈,60523,341,3,0.278,0.058,9.7,19.4,294,61,8,0,33,2,66
김민수,67504,156,0,0.278,0.043,5.8,30.8,140,30,6,0,9,4,48
김상수,79402,260,2,0.278,0.072,6.9,16.9,235,46,11,0,18,1,44
김성윤,67449,49,1,0.278,0.143,10.2,20.4,42,4,3,0,5,1,10
오태곤,60558,295,4,0.278,0.106,5.1,23.1,263,42,14,1,15,9,68
이형종,78135,64,0,0.278,0.056,7.8,15.6,54,11,3,0,5,1,10
김민식,62864,266,2,0.277,0.077,12.0,16.9,222,37,9,1,32,2,45
박상언,66707,151,4,0.277,0.142,7.3,18.5,134,20,5,1,11,0,28
김수환,68346,168,4,0.274,0.129,12.5,33.3,140,15,6,0,21,3,56
이진영,66657,240,8,0.274,0.173,7.1,37.5,220,23,12,1,17,0,90
김태진,64984,276,0,0.274,0.028,6.2,10.9,254,62,5,1,17,1,30
지시완,64717,199,3,0.274,0.092,10.1,27.6,174,27,7,0,20,2,55
전민수,78361,41,0,0.274,0.05,2.4,34.1,40,9,2,0,1,0,14
심우준,64006,451,4,0.273,0.062,9.5,16.6,390,79,8,2,43,2,75
이호연,68504,222,2,0.272,0.088,5.0,17.1,205,37,10,1,11,2,38
서건창,78168,247,2,0.272,0.082,8.1,17.8,219,36,10,1,20,4,44
박정현,50709,220,3,0.27,0.073,5.5,25.5,205,42,4,1,12,1,56
장진혁,66706,132,2,0.269,0.069,9.1,21.2,116,23,2,0,12,0,28
김기환,65462,131,0,0.269,0.062,9.9,29.0,113,19,5,1,13,2,38
조수행,66209,134,1,0.269,0.076,7.5,23.1,119,22,4,1,10,1,31
허도환,77243,92,1,0.268,0.094,2.2,28.3,85,15,5,0,2,2,26
최영진,61197,91,2,0.266,0.125,8.8,22.0,80,9,4,0,8,2,20
이용규,74163,326,0,0.265,0.022,13.8,12.9,271,48,6,0,45,7,42
박계범,64468,168,2,0.264,0.097,7.1,23.8,145,22,8,0,12,3,40
전병우,65586,231,5,0.264,0.112,7.4,29.4,197,28,7,0,17,7,68
김병희,64014,85,1,0.262,0.068,8.2,30.6,74,12,2,0,7,3,26
박유연,67202,19,0,0.262,0.0,5.3,26.3,17,4,0,0,1,1,5
이성곤,64266,117,0,0.261,0.051,14.5,27.4,99,14,5,0,17,0,32
전민재,68205,46,0,0.26,0.022,0.0,26.1,45,12,1,0,0,0,12
이재현,52415,239,7,0.26,0.109,2.1,18.4,230,43,4,0,5,1,44
김동엽,66838,100,2,0.258,0.116,4.0,22.0,95,14,5,0,4,0,22
이재원,76812,279,4,0.258,0.077,9.0,15.8,234,37,6,0,25,8,44
안재석,51203,264,3,0.257,0.081,7.2,26.9,235,37,10,0,19,4,71
홍현빈,67005,92,0,0.257,0.026,10.9,28.3,76,16,2,0,10,0,26
박준태,64657,84,1,0.257,0.1,13.1,39.3,70,6,4,0,11,2,33
김재호,74206,264,1,0.255,0.045,10.6,12.5,223,40,7,0,28,2,33
김민성,77564,157,3,0.255,0.093,6.4,17.2,140,22,4,0,10,3,27
안상현,66864,47,2,0.254,0.158,10.6,25.5,38,4,0,0,5,1,12
박승욱,62802,228,1,0.254,0.071,7.0,30.3,198,35,7,2,16,2,69
도태훈,66965,163,2,0.254,0.094,8.0,14.1,139,21,7,0,13,1,23
정진기,61869,59,1,0.254,0.094,10.2,32.2,53,7,2,0,6,0,19
안중열,64022,84,2,0.253,0.085,13.1,22.6,71,9,0,0,11,2,19
이상호,60566,80,0,0.253,0.028,5.0,7.5,72,16,2,0,4,1,6
장두성,68507,28,0,0.25,0.0,17.9,39.3,23,4,0,0,5,0,11
오준혁,61743,67,0,0.249,0.033,7.5,22.4,61,12,2,0,5,0,15
김성현,76802,359,2,0.248,0.056,8.6,10.0,302,54,9,1,31,3,36
이학주,69453,261,3,0.248,0.094,6.1,20.7,233,34,11,1,16,2,54
임석진,66833,17,1,0.247,0.214,11.8,52.9,14,0,0,0,2,1,9
이주형,51302,85,1,0.246,0.042,11.8,31.8,71,11,0,0,10,3,27
이천웅,61186,23,0,0.245,0.0,13.0,13.0,20,4,0,0,3,0,3
서호철,69995,214,2,0.244,0.072,5.6,19.2,195,30,8,0,12,4,41
이정범,67807,11,0,0.243,0.0,0.0,18.2,11,3,0,0,0,0,2
임종찬,50704,57,2,0.242,0.132,5.3,40.4,53,7,1,0,3,0,23
김석환,67610,108,3,0.24,0.116,9.3,30.6,95,9,2,0,10,3,33
박석민,74465,58,0,0.24,0.043,15.5,13.8,47,5,2,0,9,1,8
강진성,62925,94,1,0.24,0.062,11.7,21.3,80,10,2,0,11,2,20
이유찬,67207,31,1,0.24,0.103,0.0,38.7,29,6,0,0,0,0,12
이영빈,51100,83,1,0.237,0.079,8.4,30.1,76,10,3,0,7,0,25
신준우,50312,54,0,0.236,0.07,13.0,35.2,43,3,3,0,7,2,19
허관회,69706,25,0,0.236,0.087,4.0,28.0,23,3,2,0,1,0,7
장승현,63202,109,0,0.232,0.031,4.6,24.8,96,17,3,0,5,4,27
김재현,62332,88,1,0.227,0.085,2.3,21.6,82,12,4,0,2,1,19
루이즈,52112,94,1,0.226,0.107,9.6,13.8,84,7,4,1,9,0,13
김수윤,67900,18,1,0.226,0.235,5.6,38.9,17,0,1,0,1,0,7
윤형준,63905,69,1,0.224,0.06,1.4,30.4,67,12,1,0,1,1,21
한승택,63722,119,1,0.222,0.049,7.6,25.2,102,15,2,0,9,3,30
조형우,51865,13,0,0.219,0.083,7.7,23.1,12,1,1,0,1,0,3
신본기,62556,138,1,0.219,0.05,7.2,20.3,121,18,3,0,10,2,28
이병규,67363,40,0,0.218,0.079,5.0,27.5,38,5,1,1,2,0,11
박경수,73113,196,4,0.218,0.09,12.8,35.7,167,14,3,0,25,1,70
예진원,68330,14,0,0.211,0.0,21.4,21.4,10,1,0,0,3,0,3
이해승,69416,106,0,0.21,0.03,0.9,27.4,99,20,3,0,1,0,29
유준규,51013,16,0,0.21,0.0,6.2,37.5,14,3,0,0,1,0,6
정보근,68518,226,1,0.207,0.025,6.2,24.3,199,35,2,0,14,2,55
김헌곤,61404,239,1,0.207,0.049,3.8,9.2,224,34,8,0,9,1,22
박승규,69418,83,0,0.206,0.027,3.6,18.1,74,14,2,0,3,0,15
김규성,66614,52,1,0.205,0.1,1.9,23.1,50,7,0,1,1,0,12
이도윤,65703,126,1,0.202,0.088,6.3,23.8,113,10,7,0,8,0,30
이흥련,63440,55,0,0.2,0.044,9.1,40.0,45,4,2,0,5,2,22
김영웅,52430,15,1,0.199,0.2,0.0,46.7,15,1,0,0,0,0,7
김재현,64499,20,0,0.197,0.056,0.0,15.0,18,3,1,0,0,0,3
송민섭,64012,72,0,0.197,0.078,6.9,26.4,64,7,1,2,5,0,19
이성규,66409,34,0,0.196,0.0,14.7,23.5,27,2,0,0,5,2,8
조세진,52516,89,0,0.191,0.034,1.1,28.1,87,14,3,0,1,0,25
오재원,77248,31,0,0.19,0.069,3.2,29.0,29,3,2,0,1,0,9
천재환,67905,36,1,0.188,0.114,0.0,30.6,35,3,1,0,0,1,11
이태훈,68466,18,0,0.187,0.0,5.6,33.3,17,3,0,0,1,0,6
공민규,68407,22,0,0.185,0.0,4.5,45.5,19,3,0,0,1,1,10
박대온,64944,133,1,0.185,0.055,0.0,27.8,127,18,4,0,0,2,37
한태양,52568,72,0,0.184,0.016,6.9,33.3,61,8,1,0,5,2,24
한석현,64101,10,0,0.178,0.0,0.0,30.0,9,2,0,0,0,0,3
허인서,52764,19,0,0.177,0.0,5.3,42.1,18,3,0,0,1,0,8
홍성호,66233,19,0,0.177,0.0,5.3,36.8,18,3,0,0,1,0,7
이원석,68700,39,1,0.175,0.086,7.7,46.2,35,3,0,0,3,0,18
김응민,60288,75,1,0.175,0.06,4.0,16.0,67,7,1,0,3,2,12
신성현,64086,25,1,0.175,0.13,8.0,20.0,23,1,0,0,2,0,5
서예일,66203,27,0,0.171,0.04,3.7,22.2,25,3,1,0,1,0,6
윤동희,52591,13,0,0.166,0.077,0.0,15.4,13,1,1,0,0,0,2
최상민,68805,18,0,0.164,0.0,16.7,22.2,14,1,0,0,3,0,4
최항,62884,24,0,0.162,0.0,8.3,29.2,20,2,0,0,2,1,7
김호재,64407,29,0,0.16,0.036,3.4,31.0,28,3,1,0,1,0,9
유로결,69766,68,0,0.156,0.0,5.9,13.2,60,8,0,0,4,1,9
권동진,51003,40,0,0.156,0.079,2.5,40.0,38,3,1,1,1,0,16
이시원,66702,16,0,0.156,0.0,0.0,25.0,15,2,0,0,0,1,4
송준석,64469,32,0,0.155,0.0,3.1,15.6,29,4,0,0,1,1,5
원혁재,67760,23,0,0.154,0.048,8.7,52.2,21,1,1,0,2,0,12
배성근,64501,41,0,0.151,0.026,4.9,29.3,39,4,1,0,2,0,12
안주형,66406,23,0,0.146,0.0,4.3,21.7,20,3,0,0,1,0,5
정민규,51764,24,0,0.141,0.0,0.0,45.8,23,3,0,0,0,1,11
이정훈,67644,10,0,0.138,0.0,20.0,30.0,8,0,0,0,2,0,3
김성표,63435,18,0,0.137,0.0,5.6,27.8,17,2,0,0,1,0,5
강태율,65514,38,0,0.136,0.031,5.3,23.7,32,2,1,0,2,1,9
이현석,65869,15,0,0.119,0.0,0.0,33.3,15,2,0,0,0,0,5
김시앙,51303,14,0,0.113,0.0,7.1,57.1,12,1,0,0,1,0,8
김한별,50902,23,0,0.077,0.0,0.0,26.1,21,2,0,0,0,0,6
최정용,65464,23,0,0.077,0.0,0.0,26.1,22,2,0,0,0,0,6
윤정빈,68463,10,0,0.0,0.0,0.0,50.0,10,0,0,0,0,0,5
이해창,60343,11,0,0.0,0.0,0.0,18.2,10,0,0,0,0,0,2
김태훈,65040,10,0,0.0,0.0,0.0,20.0,10,0,0,0,0,0,2
