Player,pcode,IP,Outs,H,HR,BB,HBP,SO,FIP,K/9,BB/9
파노니,52606,85.0,255,81,6,24,2,76,3.25,8.05,2.54
하준영,68639,39.2,119,28,3,14,3,44,3.25,9.98,3.18
폰트,51863,184.1,553,141,18,34,6,170,3.28,8.3,1.66
김도규,68585,50.2,152,48,2,19,4,45,3.3,7.99,3.38
정해영,50662,56.0,168,54,3,18,0,43,3.33,6.91,2.89
우규민,73117,46.2,140,55,3,6,4,31,3.35,5.98,1.16
페냐,52720,67.1,202,63,4,30,4,72,3.35,9.62,4.01
이우찬,61145,44.2,134,29,2,21,1,42,3.38,8.46,4.23
김현준,66630,14.1,43,19,0,5,2,9,3.41,5.65,3.14
카펜터,51722,18.0,54,19,1,6,1,15,3.42,7.5,3.0
고효준,72523,39.0,117,35,1,20,2,35,3.43,8.08,4.62
홍건희,61643,61.2,185,58,5,21,2,60,3.43,8.76,3.06
뷰캐넌,50404,159.1,478,176,10,39,8,117,3.43,6.61,2.2
박영현,52060,51.2,155,46,5,20,0,55,3.49,9.58,3.48
이인복,64565,126.0,378,153,6,30,4,71,3.5,5.07,2.14
원종현,76118,62.2,188,55,5,17,1,50,3.5,7.18,2.44
이정용,69134,59.1,178,53,3,18,2,40,3.52,6.07,2.73
장시환,77318,63.1,190,58,4,33,1,67,3.52,9.52,4.69
양현종,77637,176.1,529,170,14,50,3,141,3.53,7.2,2.55
장재혁,50641,3.0,9,3,0,3,0,4,3.53,12.0,9.0
김명신,67246,79.0,237,75,5,25,3,61,3.54,6.95,2.85
김기훈,69620,8.2,26,4,0,7,0,9,3.55,9.35,7.27
박정수,65639,19.2,59,17,1,9,1,18,3.56,8.24,4.12
엄상백,65056,140.2,422,125,14,46,4,139,3.58,8.89,2.94
원태인,69446,164.2,494,175,16,38,4,130,3.65,7.11,2.08
김선기,66018,35.2,107,39,1,19,2,30,3.65,7.57,4.79
정성종,68556,4.1,13,4,0,4,0,5,3.66,10.38,8.31
노경은,73211,78.1,235,69,5,23,4,55,3.66,6.32,2.64
문성현,60336,41.1,124,34,3,14,1,32,3.68,6.97,3.05
이승현,51454,47.2,143,43,5,21,3,57,3.68,10.76,3.97
스파크맨,52557,84.0,252,97,6,43,4,89,3.69,9.54,4.61
최성훈,62146,33.1,100,23,1,13,3,22,3.71,5.94,3.51
윤산흠,69213,33.1,100,23,1,30,2,46,3.71,12.42,8.1
서준원,69539,59.0,177,65,3,23,5,45,3.76,6.86,3.51
장원준,74513,17.1,52,23,0,7,1,7,3.78,3.63,3.63
정철원,68242,72.0,216,60,4,26,2,47,3.78,5.88,3.25
김대유,60337,39.2,119,35,2,15,8,36,3.78,8.17,3.4
김재웅,67391,62.2,188,39,4,29,4,56,3.82,8.04,4.16
이영준,64051,20.2,62,27,0,13,2,16,3.83,6.97,5.66
더모디,52950,39.2,119,42,3,13,7,37,3.83,8.39,2.95
스트레일리,50558,62.1,187,54,5,22,6,55,3.83,7.94,3.18
윤대경,63464,75.0,225,106,6,17,7,51,3.84,6.12,2.04
배제성,65516,108.0,324,103,8,47,1,89,3.85,7.42,3.92
데스파이네,50040,163.1,490,198,14,48,9,123,3.86,6.78,2.64
문승원,62869,24.1,73,32,3,7,2,25,3.86,9.25,2.59
최준용,50556,70.2,212,63,10,20,6,80,3.88,10.19,2.55
최원태,65320,105.1,316,94,5,40,5,63,3.9,5.38,3.42
이준영,65665,46.2,140,41,3,26,0,42,3.91,8.1,5.01
김진성,75867,57.1,172,44,6,22,1,53,3.92,8.32,3.45
곽빈,68220,147.0,441,143,13,60,11,138,3.92,8.45,3.67
배재준,63145,34.1,103,25,1,16,4,24,3.93,6.29,4.19
스탁,52234,164.0,492,162,9,83,10,138,3.93,7.57,4.55
한승혁,61666,79.1,238,103,4,42,6,69,3.93,7.83,4.76
파슨스,51967,43.0,129,34,4,21,1,43,3.94,9.0,4.4
벤자민,52043,97.0,291,75,11,24,4,77,3.95,7.14,2.23
이형범,62951,31.0,93,34,1,11,4,17,3.97,4.94,3.19
오승환,75421,56.2,170,59,8,13,1,51,3.98,8.1,2.06
김민,68043,7.2,23,4,1,2,1,8,3.98,9.39,2.35
함덕주,63248,12.2,38,9,0,11,1,13,3.99,9.24,7.82
김대우,78536,10.0,30,6,0,8,0,8,4.0,7.2,7.2
강효종,51143,5.0,15,5,0,4,0,4,4.0,7.2,7.2
임준형,69113,30.1,91,36,2,14,3,26,4.02,7.71,4.15
김택형,65343,60.1,181,57,8,21,3,62,4.06,9.25,3.13
김태훈,62360,43.0,129,40,3,20,2,34,4.06,7.12,4.19
장재영,51359,13.2,41,23,2,7,1,19,4.08,12.51,4.61
김시훈,68928,83.0,249,75,7,43,4,79,4.09,8.57,4.66
이영하,66291,97.1,292,109,5,57,6,83,4.1,7.67,5.27
김범수,65769,67.0,201,64,5,34,3,58,4.1,7.79,4.57
신민혁,68902,118.1,355,128,15,31,10,105,4.11,7.99,2.36
김영규,68900,65.1,196,56,5,22,7,46,4.12,6.34,3.03
브랜든,52257,65.0,195,56,5,24,1,40,4.12,5.54,3.32
애플러,52308,140.0,420,172,13,40,6,86,4.16,5.53,2.57
김윤수,68403,35.0,105,39,2,22,2,32,4.17,8.23,5.66
김종수,63765,44.1,133,39,5,21,2,45,4.19,9.14,4.26
장지훈,51895,54.1,163,56,6,11,3,33,4.19,5.47,1.82
윤중현,68619,53.2,161,63,4,14,5,27,4.22,4.53,2.35
장현식,63950,51.2,155,54,4,26,1,40,4.23,6.97,4.53
박치국,67266,11.2,35,6,0,9,3,12,4.23,9.26,6.94
박시영,60559,15.1,46,19,2,4,0,11,4.24,6.46,2.35
윤호솔,63961,42.1,127,43,2,28,0,33,4.24,7.02,5.95
주현상,65707,55.1,166,69,5,14,5,32,4.25,5.2,2.28
김강률,77263,24.2,74,28,2,8,2,15,4.25,5.47,2.92
이의리,51648,153.2,461,128,18,74,9,161,4.25,9.43,4.33
한재승,51994,10.1,31,13,0,10,1,11,4.26,9.58,8.71
서진용,61895,67.0,201,64,5,36,3,55,4.27,7.39,4.84
최원준,67263,165.0,495,183,21,37,7,113,4.28,6.16,2.02
장필준,77927,29.2,89,38,1,15,3,17,4.31,5.16,4.55
임찬규,61101,103.0,309,113,10,39,7,75,4.35,6.55,3.41
오원석,50859,144.0,432,158,16,58,3,112,4.36,7.0,3.62
조현우,64047,12.0,36,14,0,4,4,5,4.37,3.75,3.0
이재학,60263,91.0,273,75,5,54,8,72,4.38,7.12,5.34
이재익,63492,33.2,101,41,4,9,1,21,4.39,5.61,2.41
최동환,79140,49.2,149,45,5,17,1,30,4.39,5.44,3.08
최승용,51264,92.2,278,104,8,43,2,64,4.4,6.22,4.18
이민우,65616,43.1,130,60,3,17,3,23,4.42,4.78,3.53
한현희,62363,77.2,233,83,9,24,8,59,4.42,6.84,2.78
이민석,52530,33.1,100,43,4,19,2,37,4.43,9.99,5.13
김유영,64596,51.0,153,72,4,30,3,44,4.44,7.76,5.29
류진욱,65949,46.0,138,48,2,31,4,37,4.44,7.24,6.07
이승현,60146,49.2,149,48,5,22,3,39,4.45,7.07,3.99
김재영,66741,30.0,90,33,1,12,7,16,4.47,4.8,3.6
정우영,69159,57.2,173,48,3,32,6,40,4.47,6.24,4.99
송승기,51111,8.1,25,9,1,6,0,10,4.52,10.8,6.48
이상우,52063,3.0,9,3,0,2,0,1,4.53,3.0,6.0
문동주,52701,28.2,86,28,5,14,1,36,4.53,11.3,4.4
임창민,78352,26.2,80,26,3,10,3,21,4.55,7.09,3.38
쿠에바스,69032,11.0,33,2,1,5,1,8,4.56,6.55,4.09
김재열,64580,43.1,130,45,5,21,1,36,4.56,7.48,4.36
김진욱,51516,46.2,140,43,3,35,8,52,4.57,10.03,6.75
송윤준,61156,4.1,13,3,0,2,2,3,4.58,6.23,4.15
김민우,65764,163.2,491,143,16,84,8,129,4.58,7.09,4.62
문용익,67419,37.2,113,31,2,22,2,23,4.58,5.5,5.26
손주영,67143,12.1,37,10,0,8,3,8,4.58,5.84,5.84
장민재,79764,125.0,375,124,15,39,4,75,4.59,5.4,2.81
라미레즈,52707,64.1,193,52,4,37,7,47,4.6,6.58,5.18
이태양,60768,112.1,337,116,15,24,5,61,4.62,4.89,1.92
홍정우,65496,26.2,80,19,3,13,0,20,4.62,6.75,4.39
노바,52833,63.1,190,78,5,25,5,32,4.64,4.55,3.55
진명호,79545,16.1,49,23,1,9,2,11,4.67,6.06,4.96
이승진,64805,31.1,94,35,5,12,1,29,4.67,8.33,3.45
최충연,66451,37.2,113,39,3,20,5,29,4.69,6.93,4.78
심재민,64017,43.0,129,41,4,16,2,21,4.69,4.4,3.35
임기영,62754,129.0,387,137,18,36,5,82,4.7,5.72,2.51
노운현,52394,4.0,12,10,0,3,1,3,4.7,6.75,6.75
김태경,50992,44.1,133,36,4,21,5,31,4.73,6.29,4.26
이민호,50126,118.0,354,146,14,43,7,73,4.78,5.57,3.28
신정락,60140,47.1,142,52,4,16,7,23,4.78,4.37,3.04
황동재,50441,65.2,197,91,9,31,0,53,4.78,7.26,4.25
송은범,73801,26.2,80,29,3,10,0,13,4.81,4.39,3.38
임준섭,62611,3.2,11,5,0,1,1,0,4.84,0.0,2.45
송명기,69962,110.0,330,117,14,56,15,107,4.85,8.75,4.58
이승관,68797,5.1,16,8,0,4,1,3,4.89,5.06,6.75
박준영,52731,10.0,30,13,1,8,0,10,4.9,9.0,7.2
서동민,64896,21.0,63,13,3,11,1,19,4.96,8.14,4.71
하영민,64350,38.2,116,35,4,21,0,23,4.98,5.35,4.89
박종훈,60841,47.2,143,52,6,21,8,40,4.98,7.55,3.97
문경찬,65643,39.2,119,51,7,13,1,31,4.99,7.03,2.95
이승호,67603,50.1,151,44,7,27,3,44,5.05,7.87,4.83
한두솔,68092,5.1,16,10,0,4,0,1,5.08,1.69,6.75
임대한,66493,14.1,43,12,1,9,1,8,5.08,5.02,5.65
윤정현,69399,22.2,68,27,2,12,5,17,5.1,6.75,4.76
이명종,52397,27.2,83,28,3,16,2,20,5.12,6.51,5.2
김진호,67954,43.0,129,53,7,20,1,35,5.15,7.33,4.19
고영창,63628,24.0,72,24,2,10,3,9,5.16,3.38,3.75
김건태,60339,18.0,54,22,2,12,2,16,5.2,8.0,6.0
남지민,50720,87.2,263,109,9,45,3,41,5.24,4.21,4.62
김도현,69745,10.2,32,17,2,5,1,11,5.26,9.28,4.22
이승민,50464,5.1,16,2,0,5,0,2,5.26,3.38,8.44
김영준,68130,9.2,29,8,1,4,3,7,5.27,6.52,3.72
최민준,68856,68.0,204,51,10,34,2,48,5.29,6.35,4.5
양현,61268,36.1,109,39,4,17,1,14,5.35,3.47,4.21
정찬헌,78148,87.0,261,106,13,28,6,42,5.35,4.34,2.9
김성진,51301,21.1,64,31,3,10,3,16,5.36,6.75,4.22
전유수,75340,11.0,33,17,1,5,0,2,5.38,1.64,4.09
강재민,50705,51.1,154,44,7,30,4,39,5.44,6.84,5.26
권휘,50203,9.1,28,8,1,5,1,5,5.45,4.82,4.82
조원태,52149,4.0,12,1,0,2,1,0,5.45,0.0,4.5
홍상삼,78247,21.2,65,19,3,15,1,19,5.46,7.89,6.23
백정현,77446,124.1,373,154,22,37,9,70,5.48,5.07,2.68
하준수,69991,3.0,9,3,0,3,0,1,5.53,3.0,9.0
김정빈,63894,27.0,81,23,2,24,4,23,5.57,7.67,8.0
최하늘,68501,33.2,101,42,5,15,2,18,5.58,4.81,4.01
박신지,68249,61.2,185,84,7,40,5,38,5.63,5.55,5.84
오석주,67116,3.2,11,4,1,0,0,2,5.65,4.91,0.0
박동수,52994,14.2,44,11,0,21,1,15,5.65,9.2,12.89
이지강,69108,11.0,33,12,0,13,0,6,5.65,4.91,10.64
조요한,51809,19.0,57,17,2,13,4,15,5.67,7.11,6.16
김준형,51393,13.1,40,9,0,13,2,6,5.68,4.05,8.78
박웅,50205,6.0,18,7,0,7,0,3,5.7,4.5,10.5
이상민,63960,29.0,87,30,5,15,3,23,5.72,7.14,4.66
박민호,64893,22.0,66,26,3,12,2,12,5.79,4.91,4.91
조민석,52903,15.1,46,17,2,12,2,14,5.81,8.22,7.04
박승주,66305,25.0,75,20,3,21,3,22,5.88,7.92,7.56
로니,52645,44.0,132,47,7,28,3,32,5.93,6.55,5.73
이현승,76329,8.1,25,13,2,4,1,9,5.96,9.72,4.32
허윤동,50449,54.2,164,64,8,34,6,36,5.98,5.93,5.6
이병헌,52204,5.0,15,5,0,7,1,5,6.0,9.0,12.6
이용준,51948,22.0,66,33,4,13,3,19,6.02,7.77,5.32
최지민,52639,6.0,18,12,1,5,1,7,6.03,10.5,7.5
류희운,64029,11.2,35,15,2,7,2,10,6.03,7.71,5.4
심창민,61411,6.1,19,9,0,7,3,6,6.04,8.53,9.95
박주혁,50411,6.2,20,5,1,4,0,3,6.05,4.05,5.4
양창섭,68415,20.0,60,24,3,12,1,10,6.1,4.5,5.4
하준호,78517,16.0,48,16,2,16,1,15,6.14,8.44,9.0
김지용,60181,19.1,58,19,5,5,1,13,6.15,6.05,2.33
김규연,51713,13.1,40,16,2,12,0,11,6.2,7.42,8.1
나원탁,67454,6.0,18,9,1,5,2,8,6.2,12.0,7.5
진승현,52558,9.0,27,12,2,7,1,11,6.31,11.0,7.0
박윤철,69762,33.1,100,41,5,23,2,16,6.44,4.32,6.21
전사민,69969,8.1,25,5,1,6,0,2,6.44,2.16,6.48
강동연,61295,8.2,26,16,2,3,1,3,6.89,3.12,3.12
박정준,61396,9.2,29,10,2,5,1,4,6.92,3.72,4.66
박준표,63638,23.1,70,27,4,11,8,11,6.93,4.24,4.24
김동주,51230,16.2,50,23,5,9,0,13,7.16,7.02,4.86
신재영,62937,4.1,13,9,2,0,0,4,7.35,8.31,0.0
김상수,76430,8.0,24,9,2,4,1,3,7.58,3.38,4.5
유승철,67640,19.0,57,21,5,16,0,14,7.67,6.63,7.58
윤명준,62242,21.2,65,33,8,8,1,15,7.86,6.23,3.32
백승현,65109,10.0,30,15,2,9,0,3,7.9,2.7,8.1
김유신,68659,14.2,44,9,3,16,0,9,7.9,5.52,9.82
전창민,69204,9.1,28,17,2,8,0,3,7.91,2.89,7.71
전영준,52809,5.0,15,7,2,3,1,7,8.0,12.6,5.4
이충호,63749,4.2,14,7,1,5,1,4,8.13,7.71,9.64
김주온,65411,4.0,12,3,1,5,0,4,8.2,9.0,11.25
박주성,69328,13.0,39,11,4,7,3,8,8.28,5.54,4.85
미란다,51257,7.2,23,2,0,18,1,8,8.55,9.39,21.13
남하준,66660,10.1,31,18,4,6,1,6,9.1,5.23,5.23
김기중,51715,12.0,36,14,4,11,1,8,9.2,6.0,8.25
이수민,64464,4.1,13,3,1,5,1,2,9.43,4.15,10.38
이강준,50036,9.0,27,9,1,20,0,6,9.98,6.0,20.0
김승현,66492,4.0,12,6,2,4,0,5,10.2,11.25,9.0
Unknown,64861,3.0,9,2,1,4,0,2,10.2,6.0,12.0
이정현,67048,3.2,11,3,1,4,1,1,10.29,2.45,9.82
김건우,51867,3.0,9,5,1,4,0,1,10.87,3.0,12.0
주승우,52330,3.1,10,5,1,7,0,4,11.0,10.8,18.9
허준혁,52119,4.2,14,11,3,2,0,4,11.13,7.71,3.86
김태훈,79847,5.0,15,6,2,10,0,1,14.0,1.8,18.0
