Player,pcode,IP,Outs,H,HR,BB,HBP,SO,FIP,K/9,BB/9
임기영,62754,82.0,246,56,6,19,6,57,3.68,6.26,2.09
이건욱,64861,37.2,113,31,0,25,2,31,3.7,7.41,5.97
백승현,65109,39.2,119,28,2,18,0,30,3.7,6.81,4.08
노경은,73211,83.0,249,78,4,36,4,65,3.71,7.05,3.9
정우영,69159,52.0,156,63,1,17,15,41,3.72,7.1,2.94
심재민,64017,47.1,142,57,2,18,1,29,3.73,5.51,3.42
곽빈,68220,126.1,379,96,7,58,5,106,3.74,7.55,4.13
최원태,65320,146.2,440,149,12,46,7,118,3.74,7.24,2.82
하영민,64350,51.2,155,67,4,25,1,51,3.74,8.88,4.35
임준섭,62611,32.1,97,44,1,18,1,26,3.76,7.24,5.01
산체스,53714,125.1,376,136,13,28,6,99,3.78,7.11,2.01
최승용,51264,111.1,334,116,9,34,4,82,3.8,6.63,2.75
김진성,75867,70.0,210,41,8,26,0,69,3.83,8.87,3.34
엘리아스,53825,131.0,393,140,12,33,6,93,3.86,6.39,2.27
신민혁,68902,121.2,365,122,14,25,6,97,3.87,7.18,1.85
페냐,52720,176.2,530,149,14,59,18,147,3.87,7.49,3.01
조민석,52903,31.0,93,33,2,14,3,28,3.88,8.13,4.06
곽도규,53609,11.2,35,14,0,10,2,14,3.89,10.8,7.71
김범수,65769,62.0,186,64,3,33,3,52,3.89,7.55,4.79
손동현,69041,73.1,220,68,5,20,2,40,3.9,4.91,2.45
임찬규,61101,143.2,431,142,10,54,5,103,3.9,6.45,3.38
김윤식,50157,74.1,223,86,4,25,3,42,3.9,5.09,3.03
김광현,77829,167.1,502,163,11,70,2,119,3.92,6.4,3.76
고효준,72523,57.2,173,49,3,42,3,66,3.93,10.3,6.55
원태인,69446,150.0,450,157,15,34,6,102,3.94,6.12,2.04
최동환,79140,42.1,127,42,1,17,3,20,3.98,4.25,3.61
우강훈,51526,6.1,19,6,0,4,1,5,3.99,7.11,5.68
박정수,65639,35.2,107,37,1,18,6,28,4.01,7.07,4.54
김동주,51230,78.0,234,73,5,35,4,59,4.02,6.81,4.04
김태오,66064,7.1,22,10,0,4,0,3,4.02,3.68,4.91
조이현,64768,35.1,106,62,3,6,2,17,4.02,4.33,1.53
정해영,50662,50.0,150,53,3,20,1,30,4.04,5.4,3.6
진승현,52558,28.0,84,34,2,16,0,25,4.06,8.04,5.14
김시훈,68928,52.1,157,57,3,34,1,49,4.08,8.43,5.85
고봉재,66201,11.1,34,12,0,7,1,7,4.08,5.56,5.56
정우람,74857,40.1,121,45,3,17,2,30,4.09,6.69,3.79
최지민,52639,59.1,178,45,4,26,4,44,4.11,6.67,3.94
손주영,67143,8.2,26,12,0,6,0,5,4.12,5.19,6.23
김동혁,50360,39.1,118,51,1,18,6,24,4.14,5.49,4.12
서진용,61895,72.2,218,62,3,49,4,64,4.16,7.93,6.07
박신지,68249,25.2,77,39,1,11,3,15,4.17,5.26,3.86
이재익,63492,41.0,123,46,3,17,0,25,4.18,5.49,3.73
스트레일리,50558,79.2,239,82,6,37,10,70,4.19,7.91,4.18
최영환,64718,10.0,30,15,0,7,1,7,4.2,6.3,6.3
이진하,53562,8.0,24,4,0,3,1,2,4.2,2.25,3.38
김민규,68200,8.0,24,6,0,4,2,5,4.2,5.62,4.5
김강률,77263,25.2,77,23,2,12,2,21,4.21,7.36,4.21
슐서,53040,51.2,155,67,6,16,0,37,4.21,6.45,2.79
장원준,74513,42.0,126,53,4,11,2,24,4.22,5.14,2.36
김대우,61365,64.0,192,66,7,22,3,49,4.26,6.89,3.09
한승주,50726,71.0,213,81,6,31,5,55,4.27,6.97,3.93
윤영철,53613,121.0,363,124,10,48,1,74,4.27,5.5,3.57
홍원표,50430,3.2,11,2,0,2,0,1,4.29,2.45,4.91
최원준,67263,107.0,321,119,11,28,12,71,4.33,5.97,2.36
김대유,60337,24.2,74,26,2,8,6,20,4.34,7.3,2.92
이영하,66291,39.1,118,40,2,21,4,28,4.34,6.41,4.81
배제성,65516,129.2,389,144,6,76,2,79,4.39,5.48,5.28
장시환,77318,33.2,101,32,1,21,4,24,4.39,6.42,5.61
유영찬,50106,69.0,207,55,4,40,7,55,4.4,7.17,5.22
원종현,76118,18.2,56,24,3,5,1,17,4.43,8.2,2.41
강효종,51143,22.0,66,25,1,12,2,14,4.43,5.73,4.91
이호성,53455,17.0,51,11,1,10,0,11,4.44,5.82,5.29
신헌민,52873,12.0,36,19,1,6,0,8,4.45,6.0,4.5
최이준,68036,28.2,86,37,1,21,0,20,4.46,6.28,6.59
오승환,75421,62.2,188,57,9,15,2,44,4.48,6.32,2.15
이지강,69108,67.1,202,60,4,28,9,38,4.49,5.08,3.74
오석주,67116,10.0,30,12,2,3,0,11,4.5,9.9,2.7
김기중,51715,56.1,169,58,4,29,9,46,4.51,7.35,4.63
정철원,68242,73.0,219,66,8,32,2,55,4.52,6.78,3.95
신정락,60140,28.2,86,32,4,11,3,28,4.53,8.79,3.45
조현우,64047,3.0,9,6,0,2,0,1,4.53,3.0,6.0
송영진,53898,46.2,140,46,3,31,2,38,4.53,7.33,5.98
최민준,68856,59.2,179,75,7,20,1,37,4.54,5.58,3.02
김영현,51097,32.2,98,30,4,20,1,35,4.58,9.64,5.51
문용익,67419,13.0,39,8,0,12,2,12,4.58,8.31,8.31
장현식,63950,51.0,153,58,6,26,1,44,4.59,7.76,4.59
오원석,50859,144.2,434,158,11,69,9,88,4.59,5.47,4.29
문승원,62869,107.1,322,139,12,36,6,66,4.6,5.53,3.02
이로운,53892,57.1,172,67,7,30,1,52,4.6,8.16,4.71
윤석원,52395,24.0,72,29,2,8,0,8,4.62,3.0,3.0
조성훈,68848,7.0,21,10,0,4,2,4,4.63,5.14,5.14
강재민,50705,43.1,130,35,5,19,8,42,4.63,8.72,3.95
김성진,51301,47.0,141,44,5,25,1,38,4.63,7.28,4.79
박명근,53139,51.1,154,49,4,28,6,40,4.64,7.01,4.91
이병헌,52204,27.0,81,25,2,22,1,28,4.64,9.33,7.33
박준표,63638,27.2,83,28,3,9,0,13,4.65,4.23,2.93
이민호,50126,20.0,60,22,1,10,0,7,4.65,3.15,4.5
오상원,53300,15.0,45,18,0,9,3,7,4.67,4.2,5.4
송은범,73801,3.1,10,6,0,3,0,2,4.7,5.4,8.1
윤대경,63464,47.1,142,36,4,19,6,28,4.7,5.32,3.61
한승혁,61666,36.0,108,48,3,21,3,28,4.73,7.0,5.25
이선우,69068,36.2,110,47,5,9,4,24,4.73,5.89,2.21
이용준,51948,67.0,201,60,5,44,2,50,4.74,6.72,5.91
윤중현,68619,27.2,83,29,2,10,1,8,4.75,2.6,3.25
한현희,62363,103.0,309,123,11,44,11,74,4.75,6.47,3.84
이재학,60263,68.0,204,55,6,33,5,43,4.76,5.69,4.37
김민수,65048,12.2,38,17,1,5,0,4,4.78,2.84,3.55
김민우,65764,52.0,156,64,6,28,2,43,4.78,7.44,4.85
최지강,52206,22.0,66,16,0,20,1,14,4.79,5.73,8.18
이인복,64565,34.0,102,54,3,10,5,15,4.79,3.97,2.65
이민우,65616,13.2,41,8,2,6,0,11,4.81,7.24,3.95
이형범,62951,27.1,82,40,2,12,3,13,4.85,4.28,3.95
장민재,79764,68.1,205,79,12,22,5,61,4.88,8.03,2.9
최성영,66920,66.0,198,77,6,32,5,38,4.91,5.18,4.36
최채흥,68419,63.0,189,90,9,16,3,33,4.91,4.71,2.29
양현,61268,56.0,168,83,5,21,0,16,4.91,2.57,3.38
주권,65060,46.2,140,49,4,19,2,17,4.94,3.28,3.66
문성현,60336,28.0,84,26,2,20,2,21,4.99,6.75,6.43
이명종,52397,57.0,171,66,5,24,6,26,5.01,4.11,3.79
이준호,53996,31.2,95,32,3,15,4,19,5.03,5.4,4.26
정성종,68556,22.0,66,21,1,15,1,10,5.06,4.09,6.14
허윤동,50449,10.2,32,16,0,12,0,8,5.08,6.75,10.12
송명기,69962,103.1,310,106,12,47,11,65,5.14,5.66,4.09
장재영,51359,72.1,217,63,4,66,8,67,5.14,8.34,8.21
김민,68043,28.0,84,40,3,16,4,22,5.16,7.07,5.14
메디나,53645,61.0,183,66,6,31,9,39,5.17,5.75,4.57
김진욱,51516,36.1,109,37,4,29,2,35,5.26,8.67,7.18
소형준,50030,11.0,33,22,1,3,3,4,5.29,3.27,2.45
김기훈,69620,30.2,92,28,0,37,2,26,5.32,7.63,10.86
한재승,51994,9.2,29,9,2,5,0,10,5.37,9.31,4.66
백승건,69839,38.0,114,41,7,17,0,29,5.41,6.87,4.03
김준형,51393,7.2,23,4,0,6,3,5,5.42,5.87,7.04
진해수,76650,14.1,43,18,2,10,0,12,5.43,7.53,6.28
김유신,68659,30.1,91,34,2,19,3,12,5.44,3.56,5.64
이재희,51460,8.0,24,4,1,5,0,5,5.45,5.62,5.62
이승현,51454,42.2,128,41,6,29,2,37,5.47,7.8,6.12
이상영,69168,11.0,33,12,0,8,3,4,5.47,3.27,6.55
박승주,66305,18.0,54,19,2,13,2,15,5.48,7.5,6.5
박준영,52731,4.1,13,2,0,8,0,7,5.51,14.54,16.62
김서현,53754,22.0,66,22,1,23,7,26,5.52,10.64,9.41
윤정현,69399,6.0,18,5,0,6,0,2,5.53,3.0,9.0
채지선,65241,3.1,10,4,0,4,0,2,5.6,5.4,10.8
심창민,61411,3.1,10,2,0,5,1,5,5.6,13.5,13.5
장필준,77927,19.0,57,28,2,12,2,11,5.62,5.21,5.68
백승우,53298,4.0,12,3,0,3,1,1,5.7,2.25,6.75
김승현,66492,12.2,38,11,1,10,1,7,5.73,4.97,7.11
김태훈,62360,63.1,190,74,8,43,3,40,5.76,5.68,6.11
김정운,53029,7.0,21,6,0,6,2,3,5.77,3.86,7.71
하준호,78517,12.2,38,14,0,10,5,6,5.81,4.26,7.11
김서준,52460,7.2,23,9,0,6,2,2,5.81,2.35,7.04
최지광,67421,17.1,52,17,4,9,1,18,5.85,9.35,4.67
홍정우,65496,35.0,105,36,5,21,3,22,5.86,5.66,5.4
노건우,62920,12.1,37,22,3,5,1,12,5.88,8.76,3.65
류희운,64029,4.0,12,6,1,2,0,4,5.95,9.0,4.5
맥키니,53322,59.1,178,61,10,36,1,39,5.95,5.92,5.46
전사민,69969,17.1,52,17,1,14,2,6,6.03,3.12,7.27
박종훈,60841,80.0,240,77,8,60,19,56,6.06,6.3,6.75
황동하,52641,31.1,94,35,5,21,1,19,6.17,5.46,6.03
황동재,50441,31.1,94,40,6,21,2,27,6.17,7.76,6.03
김강현,65522,3.0,9,1,0,2,1,0,6.2,0.0,6.0
박세진,66047,11.2,35,16,1,14,0,10,6.2,7.71,10.8
김태현,67956,20.1,61,17,4,13,1,14,6.45,6.2,5.75
김정우,68830,6.1,19,11,1,7,0,6,6.67,8.53,9.95
김재영,66741,8.0,24,13,2,2,2,5,6.7,5.62,2.25
이충호,63749,8.1,25,12,2,5,1,7,6.8,7.56,5.4
윤명준,62242,19.0,57,31,4,10,4,11,6.99,5.21,4.74
윤산흠,69213,3.0,9,3,0,6,0,3,7.2,9.0,18.0
딜런,53233,9.0,27,10,2,5,0,2,7.31,2.0,5.0
양창섭,68415,28.2,86,45,7,16,1,12,7.32,3.77,5.02
이채호,68896,25.0,75,26,6,10,4,8,7.36,2.88,3.6
주승우,52330,15.2,47,20,1,21,2,8,7.41,4.6,12.06
김재열,64580,11.0,33,20,2,13,0,9,7.47,7.36,10.64
이승호,67603,5.0,15,5,1,4,0,1,7.8,1.8,7.2
김대현,66145,3.1,10,8,1,2,1,3,8.0,8.1,5.4
정구범,50995,12.2,38,16,3,12,0,6,8.17,4.26,8.53
최충연,66451,10.0,30,10,3,7,3,8,8.5,7.2,6.3
이태연,53594,5.2,17,12,1,9,0,4,8.85,6.35,14.29
박진,69594,5.0,15,7,1,7,0,2,9.2,3.6,12.6
이기순,52868,3.0,9,3,1,4,0,3,9.53,9.0,12.0
최하늘,68501,6.1,19,14,2,5,2,3,9.67,4.26,7.11
김호준,68269,3.0,9,3,1,4,0,2,10.2,6.0,12.0
김유성,53262,6.1,19,6,2,12,0,6,11.09,8.53,17.05
정성곤,65058,4.2,14,8,2,7,0,3,11.99,5.79,13.5
김시현,67467,3.0,9,6,2,2,0,2,12.53,6.0,6.0
김동규,53164,4.1,13,6,1,12,2,1,15.43,2.08,24.92
박윤철,69762,3.0,9,5,2,5,0,1,16.2,3.0,15.0
